temperature,humidity
14.43,94.1
15.39,90.68
14.32,94.1
16.41,87.75
17.94,88.24
17.63,89.21
14.68,99.96
17.24,87.26
17.66,86.77
17.89,83.36
17.82,81.89
9.87,84.82
13.03,73.59
9.63,80.43
13.81,69.68
14.31,76.03
11.68,99.96
19.75,51.62
8.97,80.91
11.66,81.4
10,91.66
19.79,53.57
10.23,86.77
10.26,86.77
9.32,94.59
7.44,85.8
10.05,88.24
7.01,99.96
10.54,84.82
10.57,85.31
7.19,85.8
8.91,98.49
8.82,99.96
10.44,90.68
12.04,85.8
10.13,99.96
11.25,77.5
6.9,99.96
9.34,98.49
9.55,98
7.01,99.96
9.94,99.96
6.59,99.96
7.3,87.26
10.35,89.7
6.9,99.96
19.79,54.06
10.35,90.19
12.21,77.01
12.27,66.75
8.63,99.96
11.93,78.47
11.73,84.82
6.74,93.12
8.88,99.96
11.07,81.89
12.37,71.15
17.98,99.96
13.71,67.24
14.04,66.75
19.5,87.26
16.62,69.68
11.97,75.54
22.35,60.41
21.79,56.01
14.84,80.43
21.52,62.85
17,53.57
22.8,54.55
12.59,79.45
23.64,43.32
17.86,53.08
19.78,81.89
16.82,50.15
24.31,38.92
22.37,45.76
23.03,54.06
20.37,58.45
18.88,92.63
20.1,54.06
17.12,49.66
17.83,53.08
23.55,50.64
17.8,52.59
17.42,61.38
22.21,78.96
22.24,50.15
20.32,58.45
19.31,55.04
21.56,55.52
17.76,58.45
17.34,59.92
18.76,55.04
21.22,56.01
16.07,63.34
13.51,64.31
14.67,71.64
11.58,74.08
14.32,74.57
13.36,71.15
17.01,78.96
19.3,80.91
17.49,99.96
21.85,60.41
18.78,93.12
16.49,99.96
19.47,86.77
15.26,99.96
20.37,95.56
16.77,79.94
14.39,99.96
18.17,78.47
15.42,98.98
16.06,81.4
20.66,62.85
16.31,85.8
17.87,81.4
14.94,98.49
17.72,82.87
17.49,78.47
13,89.21
13.86,92.63
17.54,77.5
13.78,85.31
13.58,85.8
11.2,99.96
13.45,93.61
14.51,94.59
15.72,85.8
20.72,60.89
15.19,90.68
20.44,58.94
22.95,99.96
21.05,80.43
20.25,83.84
20.5,62.85
21.52,84.33
17.37,80.43
20.8,60.41
20.54,60.89
21.86,72.13
21.41,79.94
23.25,85.31
13.99,91.66
17.86,89.21
24.05,77.5
23.55,76.52
25.95,64.8
22.29,88.24
24.76,97.03
26.69,57.48
23.15,60.41
20.9,98.98
21.9,81.89
19.46,99.96
22.48,60.41
25.35,56.99
34.46,51.13
22.51,73.1
22.22,73.59
20.51,58.94
21.8,86.77
21.18,88.24
20.51,58.94
22.48,73.59
31.97,63.34
20.36,88.73
26.38,61.38
15.54,99.96
16.58,85.8
18.72,89.21
16.81,81.4
29.74,55.52
27.67,63.34
30.96,56.01
20.6,61.87
21.16,82.87
28.52,59.92
28.63,42.83
25.35,57.48
22.07,98
28.43,42.34
22.35,74.08
28.53,41.85
23.29,71.15
29.82,60.89
31.57,59.92
20.47,57.96
28.95,41.85
32.4,41.36
24.16,57.48
32.65,40.88
19.74,76.03
18.3,75.54
20.64,61.87
28.46,82.38
18.35,73.59
29.05,44.29
30.23,46.25
34.8,40.39
28.09,51.62
21.57,65.78
19.99,73.1
20.69,62.36
21.78,66.27
25.65,58.45
18.43,72.13
20.31,63.34
21.57,62.36
22.5,70.17
21.58,73.59
19.96,65.78
27.44,51.13
22.59,81.4
22.94,69.68
12.44,99.96
22.2,71.64
20.2,74.57
18.29,97.03
20.73,78.96
28.2,41.85
24.8,53.57
27.63,51.62
20.49,87.26
19.82,85.31
12.38,99.96
16.34,95.56
27.27,43.32
27.55,50.64
19.92,94.59
12.13,99.96
19.83,66.75
18.32,96.05
22.96,49.18
15.96,96.05
19.01,89.7
24.97,46.25
16.06,96.05
17.73,99.96
12.67,99.96
19.62,55.52
11.9,99.96
18.25,99.96
11.53,99.96
19.83,67.24
11.6,99.96
26.89,44.29
14.91,99.96
18.99,88.24
29.26,72.61
24.21,54.55
19.2,90.19
15.3,98.98
21.39,55.52
20.83,61.38
22.91,51.62
19.89,56.5
22.85,50.64
18.89,97.52
18.95,92.63
22.74,53.08
15.98,99.96
11.96,99.96
22.75,53.57
13.3,99.96
23.54,54.55
21.65,78.47
19.99,53.08
20.39,97.03
20.88,99.96
23.49,55.52
22.22,75.05
20.53,63.34
24.61,76.52
13.44,77.5
13.06,70.66
8.11,91.17
30.27,65.78
13.28,78.96
20,66.27
10.4,99.96
9.78,79.94
30.69,46.73
39.51,42.34
38.85,41.85
33.29,43.32
19.92,66.75
33.16,79.94
17.28,61.38
17.81,72.13
24.73,63.82
17.75,93.61
20.18,88.24
19.93,65.78
22.21,52.11
23.73,54.06
26.87,56.99
37.56,47.22
17.05,60.41
27.26,52.59
17.93,69.2
22.65,56.5
32.04,48.2
19.04,56.01
27.65,56.99
30.07,44.78
26.75,54.06
36.07,45.27
39.47,42.83
20.1,67.24
26.42,43.32
37.56,44.29
32.79,61.38
36.85,46.73
26.48,77.5
37.97,43.8
37.55,43.8
30.6,50.64
30.97,50.64
37.7,43.8
35.84,56.01
36.67,41.36
35.67,39.9
39.27,68.22
38.01,41.85
34.26,58.94
20.48,65.29
38.73,42.34
20.48,62.36
41.72,35.02
41.13,59.92
41.69,33.55
29.15,63.82
41.24,59.43
42.33,26.71
39.91,29.64
41.44,28.67
28.91,64.31
34.94,40.88
30.56,65.78
39.09,30.13
26.7,77.5
33.78,72.13
31.74,39.41
33.65,46.25
31.48,36.97
31.33,49.66
27.4,65.29
30.14,39.9
32.03,41.36
25.59,74.08
32.38,48.2
28.09,49.18
27.02,61.38
26.18,76.03
30.02,53.57
26.83,61.87
30.56,78.47
29.45,56.01
26.55,62.85
25.22,73.59
25.08,57.96
25.94,71.15
24.26,71.15
24.97,57.48
26.77,63.82
24.23,68.22
26.66,67.24
20.48,56.99
20.47,58.94
25.19,75.05
26.01,64.8
24.96,67.73
26.37,66.27
24.88,55.52
23.73,72.13
26.18,59.92
25,55.04
25.49,67.24
24.98,80.91
26.06,60.41
12.52,99.96
14.33,89.21
12.27,97.52
15.27,85.8
20.47,61.87
14.94,88.24
13.93,90.68
14.14,99.96
12.59,91.17
12.41,93.12
16.73,77.98
13.73,92.63
15.51,84.82
17.07,76.52
13.45,98
14.2,94.59
13.14,98.98
14.81,86.29
12.98,97.03
13.14,92.63
11.94,95.56
32.14,50.15
20.48,62.36
16.89,85.31
16.69,80.91
18.14,78.47
20.53,64.31
26.39,65.29
16.37,79.94
20.55,62.85
28.28,82.87
20.32,65.29
21.84,60.89
23.14,70.17
20.53,62.85
21.49,64.8
21.01,76.52
20.54,62.85
20.54,62.36
19.37,74.08
24.34,57.96
27.63,59.43
24.21,66.75
24.12,64.8
23.72,68.22
24.39,63.34
25.46,58.45
26.71,83.84
11.62,82.87
8.47,84.33
11.9,73.1
30.77,57.48
10.38,83.36
11.59,82.87
9.92,99.96
8.52,91.66
26.84,58.45
8.82,93.61
27.5,52.59
20.07,68.71
24.28,50.64
17.55,59.92
23.95,61.87
19.97,69.2
19.78,51.62
12.69,70.17
27.99,49.18
27.17,56.01
28.58,56.99
22.75,66.75
12.74,84.82
24.32,60.89
23.9,57.48
25.12,58.45
26.49,48.69
22.65,62.85
28.32,80.43
33.07,32.57
31.79,33.55
27.19,50.15
22.04,61.87
29.28,55.04
22.38,63.34
19.01,91.17
17.65,65.78
17.74,70.66
21.14,62.36
15.98,69.68
15.51,74.57
15.97,75.05
16.17,79.94
16.02,80.43
17.19,97.03
14.45,81.4
15.14,78.96
14.45,80.91
13.36,85.31
12.3,93.12
12.56,89.7
13.64,85.31
14.91,86.77
13.21,85.31
13.65,85.8
14.16,91.17
13.52,86.29
10.64,99.96
12.45,88.73
14.18,90.68
14.6,82.87
12.56,88.24
14.72,82.38
13.24,90.68
9.95,99.96
11.64,90.19
12.61,96.54
22.48,61.38
6.94,99.96
29.15,44.29
10.51,94.1
14.18,83.84
11.87,90.68
12.8,83.84
19.75,56.5
21.18,65.29
14.4,81.4
25.85,57.96
21.89,63.82
19.62,68.71
16.41,74.57
19.79,56.01
19.79,56.01
17.59,69.2
24.86,63.34
24.49,84.82
26.86,59.43
28.15,45.76
18.96,64.31
22.45,69.2
10.04,95.07
23.25,61.87
23.64,85.8
15.69,77.01
15.49,75.54
33.45,44.29
26.18,77.5
17.65,82.38
17.68,79.45
13.19,99.96
15.3,78.47
17.06,81.89
17.31,86.29
17.08,81.89
18.81,62.36
12.09,99.96
16.25,87.75
21.67,68.71
22.98,63.34
23.06,56.99
18.05,67.73
11.41,99.96
15.23,91.66
17.49,73.59
17.34,85.8
15.61,93.61
14.88,87.26
20.36,61.38
14.41,87.75
17.33,77.5
16.56,76.03
22.48,72.61
16.61,87.75
16.53,79.45
16.63,80.43
17.41,74.08
22.94,78.96
21.27,88.73
22.05,73.59
28.16,55.52
29.95,51.62
23.35,79.45
27.05,68.22
17.72,73.59
14.51,94.59
29.38,52.59
16.77,80.43
17.77,73.59
16.6,86.77
27.94,57.96
16.74,78.96
14.3,85.8
16.87,85.31
14.1,85.31
23.36,72.61
16.68,78.47
16.79,85.31
16.82,85.31
14.04,87.26
29.04,51.62
16.72,82.87
24.71,66.75
16.51,78.47
16.91,85.31
31.36,49.66
16.68,83.36
27.27,60.89
30.45,51.62
16.44,78.47
16.62,82.87
25.26,68.71
16.61,82.38
29.4,64.8
28.32,64.8
16.88,81.89
16.77,78.96
16.08,80.43
31.44,47.22
27.72,59.43
16.87,81.89
28.48,67.24
24.73,70.66
26.02,60.89
17.04,85.31
13.08,99.96
23.03,76.03
22.2,79.45
27.61,53.57
16.06,80.91
20.26,61.87
20.73,61.87
17.94,73.1
17.65,75.54
16.77,78.47
20.7,63.34
17.3,84.33
22.07,77.5
22.94,69.68
21.48,81.4
20.82,75.05
19.85,86.29
20.3,87.75
20.67,86.29
18.54,85.8
17.9,75.54
19.96,79.45
19.85,79.45
20.66,61.87
18.9,89.7
18.66,93.61
18.6,91.17
20.27,72.61
18.55,94.1
20.54,60.41
18.18,89.21
18.54,91.17
20.26,61.87
18.82,86.29
18.59,94.1
24.7,58.94
18.69,71.15
14.23,91.66
16.39,78.96
13.25,89.21
18.38,88.73
18.17,95.56
28.7,34.04
33.45,33.55
17.23,99.96
17.95,97.52
15.47,99.96
17.97,99.96
17.61,94.1
17.63,94.1
17.61,99.96
17.65,95.56
28.56,46.25
17.37,96.54
16.39,99.96
20.48,62.85
13.4,99.96
17.62,94.59
20.48,63.34
13.77,99.96
13.1,99.96
31.83,57.48
16.37,84.82
20.43,62.36
32.92,52.11
28.67,45.27
17.43,87.75
14.33,94.59
16.83,98.49
17.4,87.26
15.78,84.33
29.96,37.95
21.84,69.68
16.03,89.21
20.97,76.52
17.37,87.26
18.01,87.26
20.32,61.87
17.7,77.5
21.13,73.59
19.7,76.03
20.47,61.87
20.68,71.64
28.58,54.06
18.11,75.54
27.39,55.04
20.47,59.43
19.48,77.01
22.26,67.73
25.39,67.24
25.58,92.14
25.12,47.22
23.51,73.1
21.62,76.52
20.47,61.87
20.84,72.13
21.41,56.01
28.78,53.57
19.28,77.01
23.03,76.52
22.19,69.2
24.45,95.07
18.78,73.59
20.62,73.1
28.49,59.43
26.13,63.82
18.51,67.24
19.02,73.1
25.16,62.85
23.73,59.92
14.78,82.87
26.99,65.29
27.57,62.36
23.11,66.75
20.51,62.36
16.28,82.87
17.46,77.98
20.54,62.36
20.55,60.89
29.13,58.45
14.54,86.77
20.51,60.89
14.88,99.96
25.23,53.57
18.1,71.15
27.96,50.64
28.04,52.11
31.41,45.76
30.62,54.06
33.2,47.22
31.9,78.47
15.99,85.31
30.36,52.59
29.32,53.57
14.74,92.14
13.41,91.17
31.16,84.82
28.59,46.73
29.41,55.04
28.58,48.69
24.19,68.71
23.23,76.03
24.61,67.73
26.57,66.75
20.5,75.05
21.72,73.59
23.76,72.13
19.71,77.5
24.07,67.73
21.57,71.64
23.45,68.71
19.3,77.98
20.77,79.45
20.81,67.73
20.2,69.68
22.31,73.1
19.26,70.17
20.3,61.87
22.53,60.41
23.98,57.48
28.45,57.48
24.1,68.22
27.96,59.92
25.6,54.06
28.73,60.89
14.48,69.68
15.71,93.61
15.24,70.66
15.04,71.64
15.08,70.17
15.9,76.03
15.13,73.59
15.11,70.17
15.62,81.89
16.61,92.14
12.97,73.1
16.04,67.73
17.82,88.73
14.38,69.2
19.4,64.8
19.19,65.29
19.61,71.64
16.44,67.73
23.09,81.89
20.76,64.8
20.81,63.34
22.69,52.59
18.29,58.94
19,99.47
25.46,77.98
27.73,51.13
25.73,56.99
25.45,58.45
26.54,50.64
20.56,64.31
28.91,73.59
25.3,53.57
19.83,54.06
19.85,54.06
24.13,47.22
19.81,67.73
28.92,48.2
19.85,54.06
24.38,55.52
21.56,56.5
19.85,54.06
27.03,41.85
22.35,59.92
20.37,57.96
24.83,54.55
22.4,82.38
23.39,82.87
15.89,56.5
18.85,54.06
16.25,61.87
17.3,54.06
17.21,56.01
20.96,60.89
19.81,52.59
19,58.45
19.26,48.2
16.07,65.29
17.18,70.66
16.73,71.15
17.13,63.82
16.31,60.41
19.88,60.41
17.47,55.52
18.05,83.84
19.76,51.13
33.07,76.03
14.84,69.2
15.06,64.31
26.06,56.99
14.38,71.15
14.15,71.15
26.27,59.92
26.98,60.89
14.25,74.08
19.75,51.13
27.79,54.06
13.53,67.24
26.16,61.87
14.29,71.64
21.5,70.17
24.37,62.36
14.86,94.59
13.51,68.22
13.43,68.71
10.23,78.47
23.19,67.73
26.78,62.36
31.37,55.52
26.86,84.82
23.78,64.8
12.52,77.01
22.8,67.24
13.53,71.15
14.19,75.54
9.77,80.43
11.72,78.47
31.26,44.29
14.66,71.64
10.94,78.96
19.81,76.03
25.5,87.75
12.37,99.47
21.59,74.08
11.07,80.91
11.31,79.45
11.61,75.54
14.89,74.57
11.74,99.96
10.35,81.4
13.15,71.15
10.3,81.89
21.36,79.94
20.35,78.47
21.44,89.7
20.64,63.82
22.25,82.87
19.13,99.96
19.2,86.29
18.13,91.17
24.83,63.82
17.59,86.29
22.51,82.38
26.16,64.31
17.09,94.59
22.9,67.24
24.13,68.71
26.46,57.96
15.24,99.96
31.58,47.71
17.93,95.07
20.69,63.82
20.6,61.38
17.1,93.12
17.13,92.14
26.61,63.82
25.52,64.31
23.92,73.59
16.81,94.59
20.53,65.78
26.47,72.13
20.74,62.85
26.29,68.22
25.12,68.22
16.72,90.19
16.92,92.14
16.64,95.56
15.11,99.47
15.9,94.59
13.77,99.96
17.26,94.59
14.41,99.96
14.29,99.96
20.53,79.94
19.27,83.84
17.31,82.87
17.01,84.33
16.88,94.59
14.2,98.98
13.89,96.05
17.07,97.52
20.47,66.75
13.73,99.96
16.69,86.77
11.01,99.96
19.59,84.82
17.6,80.43
20.36,88.24
20.44,65.29
13.19,97.03
19.46,91.66
11.98,99.96
16.54,95.56
11.79,99.96
10.8,99.96
17.87,90.68
12.28,99.96
19.54,80.91
16.51,96.05
19.51,57.48
20.31,63.34
9.85,99.96
11.34,99.96
20.3,64.31
18.93,93.12
17.79,90.68
11.71,98.98
10.5,99.96
17.72,91.66
20.51,61.87
22.99,43.8
17.56,99.96
15.36,99.96
16.84,94.59
17.67,93.12
16.13,97.52
16.93,99.96
17.95,96.05
18.51,95.07
9.58,99.96
10.14,99.96
17.47,92.14
17.68,92.63
16.91,99.96
20.23,64.31
20.54,63.34
18.32,91.17
15.36,99.96
13.96,99.96
17.35,95.56
18.91,86.77
13.9,99.96
17.01,80.43
16.39,99.96
17.24,90.19
16.77,96.05
12.06,99.96
13.22,99.96
16.49,96.05
17.84,94.1
12.85,99.96
20.43,62.36
20.48,62.85
16.96,99.96
18.91,89.21
16.64,83.36
24.18,46.73
15.76,94.59
15.58,92.14
12.6,99.96
15.61,94.59
17.8,78.96
20.46,63.34
15.96,90.68
16.03,90.19
16.73,89.7
22.66,83.84
12.92,99.96
32.45,81.89
17.79,74.57
26.53,57.96
25.73,88.73
25.49,46.25
37.25,44.78
20.47,61.87
21.57,77.98
35.49,71.64
22.06,76.52
12.7,99.96
24.29,69.2
15.02,79.94
19.28,76.03
16.49,70.17
22.13,69.68
20.2,73.59
31.08,63.82
22.92,62.36
29.21,53.57
25.57,69.2
17.73,72.13
17.65,70.66
35.17,23.79
23.17,86.29
25.17,57.48
30.21,42.34
19.83,57.96
20.02,60.41
38.64,42.83
30.93,38.43
19.82,57.96
26.53,60.89
33.64,69.68
17.55,80.43
17.89,64.31
22.58,58.45
24.79,60.41
25.92,53.08
28.33,84.82
29.23,50.15
25,62.36
21.5,56.5
19.88,57.48
18.5,62.36
20.64,62.36
28.17,85.31
19.74,64.8
21.03,76.52
17.66,63.82
23.57,81.89
19.85,57.48
20.72,72.13
20.67,62.85
21.18,81.89
23,78.47
20.65,61.38
28.12,53.57
14.6,99.96
18.43,84.33
18.08,91.66
17.81,90.19
17.8,87.75
17.57,91.17
16.12,88.73
19.88,57.96
17.86,63.82
16.53,91.17
26.14,46.25
11.99,99.96
27.24,56.99
16.98,89.7
18.58,81.89
16.87,91.17
16.18,92.14
15.76,94.59
17.52,94.1
15.6,93.12
11.84,99.96
20.53,61.38
21.59,61.38
17.86,92.63
17.5,94.1
17.08,94.1
16.51,90.68
17.57,93.61
17.31,94.59
16.12,95.07
18.06,92.14
18.38,91.66
17.63,90.19
17.73,96.54
17.5,98
17.56,90.68
27.57,53.08
17.49,92.14
26.56,53.57
27.33,77.98
17.52,91.66
17.39,98.49
18.38,92.14
17.36,99.96
20.51,63.34
21.77,54.55
18.79,84.33
27.82,77.98
17.22,99.96
24.66,56.5
18.14,89.21
16.58,99.96
26.63,58.45
16.18,94.59
18.42,91.17
20.5,57.96
20.72,82.87
22.09,57.48
19.82,57.48
18.72,88.73
29.19,36.48
18.36,99.96
13.61,95.56
14.58,97.52
22.19,71.64
9.59,99.96
14.79,93.12
13.48,92.14
22.35,73.59
14.04,95.56
28.34,51.13
13.54,91.66
14.36,92.63
13.33,95.56
14.08,93.12
13.33,97.03
22.03,87.75
14.92,92.63
9.6,99.96
13.61,98
22.25,58.45
13.16,99.96
16.94,81.4
8.63,99.96
19.54,61.87
20.55,59.92
25.76,65.78
19.92,82.38
14.91,92.14
16.53,85.31
19.54,64.31
15,93.61
14.42,96.54
10.76,99.96
30.46,51.13
20.58,59.43
19.64,66.27
10.14,99.96
25.79,61.87
30.64,49.18
15.1,99.96
16.6,85.31
20.44,63.34
15.78,89.7
18.02,65.29
28.78,53.57
16.15,88.73
14.1,97.03
27.45,59.92
15.02,98.98
27.42,37.95
14.35,97.52
17.25,87.26
21.47,56.01
20.48,58.45
17.7,86.29
18.14,81.4
18.93,73.1
28.91,85.31
15.78,93.12
19.85,74.57
32.11,34.04
28.06,46.25
26.62,55.52
31.84,54.06
19.7,76.52
20.34,64.31
38.3,26.71
22.52,71.15
21.18,73.1
24.76,65.29
28.46,80.91
19.15,71.64
22.65,59.43
21.22,69.2
23.65,59.92
19.82,82.38
19.45,83.36
20.44,77.01
21.62,58.45
21.22,62.36
20.95,60.89
20.54,59.92
18.54,96.54
18.36,97.52
31.2,47.71
20.76,63.82
22.71,97.03
16.92,77.98
20.55,60.41
19.16,69.2
20.55,59.92
18.41,73.59
13.84,99.96
20.57,62.36
14.4,85.31
17.88,84.33
14.35,85.31
16.85,86.29
16.24,81.4
17.46,73.59
16.77,85.8
13.81,84.82
15.91,86.29
16.44,84.82
16.34,88.73
13.62,87.75
16.61,86.77
18.99,69.2
16.18,85.31
15.19,99.96
16.03,86.77
20.5,62.85
17.99,78.47
14.63,99.96
16.63,93.12
17.7,78.96
14.74,91.66
16.3,89.21
32.24,77.01
11.92,99.96
16.5,93.12
20.53,63.34
14.81,90.68
24.64,58.94
24.33,54.06
22.88,56.5
20.46,64.8
31.79,76.52
31.61,46.25
31.51,77.5
27.19,64.31
22.66,58.94
29.73,54.06
30.83,53.08
30.53,53.57
35.22,35.5
32.22,47.22
34.94,68.71
26.48,47.71
27.36,46.73
28.68,55.04
33.98,44.78
25.77,57.48
27.07,46.25
30.02,55.04
32.33,46.25
30.87,49.66
30.91,53.57
30.12,57.96
27.56,49.18
19.48,72.13
26.73,64.31
28.01,49.66
19.79,57.48
29.98,55.52
19.79,57.48
23.89,58.45
30.48,46.73
30.83,52.11
26.86,52.11
29.17,52.11
27.57,56.5
20.07,69.68
19.63,64.8
18.18,66.75
25.06,61.38
25.32,67.24
29.32,56.99
29.15,53.08
27.46,58.45
30.38,78.96
30,47.71
26.24,43.8
30.21,54.06
23.87,76.52
17.99,69.2
24.56,50.15
19.2,62.36
26.54,71.15
17.82,73.1
26.6,70.66
26.45,64.31
20.58,61.38
22.01,66.27
26.8,90.19
26.36,68.22
25.45,64.8
26.25,59.43
28.27,55.04
23.27,60.41
24.31,66.75
24.84,68.71
20.22,64.31
24.61,69.2
25.1,53.08
23.21,60.41
24.9,72.61
25.08,50.15
26.25,56.5
23.29,69.2
21.9,61.38
27.42,47.71
19.99,92.63
15.72,77.01
23.95,55.04
18.65,76.52
23.44,84.82
21.94,79.94
20.58,92.14
22.62,59.43
20.56,83.84
21.27,58.94
20.29,62.85
23.96,72.13
16.23,72.13
27.72,55.52
30.29,66.27
23.12,55.04
24.74,87.26
28.65,64.31
21.54,74.08
27.09,56.01
20.28,64.8
30.09,63.34
17.64,96.54
26.62,67.24
17.73,63.82
20.55,59.92
13.1,81.89
16.1,77.98
14.99,78.47
17.77,71.15
18.03,95.56
15.5,75.54
26.03,60.89
17.24,97.52
15.94,83.36
28.82,48.2
29.01,51.62
30.31,66.27
11.34,99.96
20.06,61.87
26.47,58.45
29.21,55.52
15.38,78.96
10.72,99.96
16.72,68.71
15.22,74.57
13.69,81.4
15.35,77.01
29.5,39.41
14.84,79.94
25.63,53.57
27.32,52.11
15.71,69.68
28.04,53.08
19.82,60.41
13.9,85.31
14.76,76.03
29.4,37.95
14.08,77.98
12.09,99.96
19.81,60.41
31.53,51.13
14.87,72.13
14.89,79.45
14.83,73.59
14.42,73.1
15.46,80.43
11.16,85.8
28.8,41.85
32.7,39.9
13.65,85.8
15.33,88.24
14.43,91.66
20.48,60.89
15.54,82.38
13.77,99.96
21.79,62.85
24.09,60.41
32.07,44.78
18.37,74.08
16.78,82.38
18.02,74.08
15.82,83.84
16.95,82.87
21.2,91.17
19.87,76.52
20.69,93.12
19.87,69.68
17.54,68.22
20.55,61.38
17.85,79.94
17.2,79.45
17.32,85.8
16.63,87.75
15.71,84.82
15.89,84.82
17.67,73.59
20.44,61.87
14.58,87.75
17.04,79.45
15.9,82.87
14.82,86.77
17.28,86.29
16.86,79.45
16.36,81.89
16.11,87.75
14.65,86.77
16.06,87.75
14.69,87.26
17.19,85.31
16.53,78.96
14.29,86.77
16.53,79.45
16.45,80.91
14.2,87.75
14.38,86.29
17.72,73.1
16.28,80.43
16.86,78.96
15.43,93.12
16.77,82.87
16.8,85.8
17.2,80.91
14.37,85.31
16.51,86.29
20.3,61.38
16.79,78.47
20.27,61.87
16.64,78.96
12.46,99.96
16.72,78.47
17.51,73.1
12.59,99.96
16.98,78.47
14.26,86.29
20.23,61.38
16.75,84.82
16.44,78.96
17.69,74.08
20.23,61.87
16.63,78.47
17.64,82.87
17.38,84.82
19.07,73.59
18.46,78.47
20.23,61.87
20.43,96.54
20.92,72.61
26.14,87.75
18.64,72.61
21.45,74.08
20.26,61.38
19.44,72.13
24.1,68.71
22.06,68.71
20.29,61.87
31.33,79.45
32.56,75.54
29.98,53.57
22.06,62.85
22.86,67.24
26.22,62.85
31.1,78.47
29.09,50.15
24.47,56.01
21.41,64.8
30.45,53.57
21.17,64.31
24.87,55.52
20.29,63.34
20.43,63.34
15.3,92.14
27.81,48.69
30.74,54.55
29.06,80.91
28.05,53.08
28.87,46.73
23.42,58.45
19.88,64.31
25.08,47.22
26.53,57.48
20.53,57.96
22.55,83.36
20.46,66.27
20.7,63.82
19.29,68.22
26.32,43.32
14.78,80.91
19.83,54.55
17.16,64.31
17.07,72.13
16.17,67.73
19.83,54.55
16.63,66.27
17.33,92.14
16.75,94.1
14.59,74.08
15.77,80.43
12.62,78.47
15.25,78.47
12,81.89
15,83.84
14.65,79.94
14.66,77.5
14.95,86.29
12.25,89.7
13.29,86.29
15.16,85.31
31.52,46.25
29.11,44.78
34.78,38.43
15.26,85.8
8.57,99.96
14.87,90.19
15.43,85.8
12.9,86.77
13.95,86.29
9.51,97.03
15.41,86.29
14.3,82.87
11.01,91.66
8.63,98.49
12.05,89.7
8.49,98.49
11.94,97.03
10.42,95.07
11.25,91.17
16.68,79.94
17.94,80.91
19.34,77.5
22.22,71.15
19.81,57.48
14.68,83.36
16.98,73.59
26.28,83.84
28.19,81.4
23.29,67.73
18.55,70.17
31.68,49.18
20.85,69.2
28.43,47.71
30.39,51.62
24.57,61.38
27.23,64.8
25.61,53.08
22.49,58.94
29.81,81.4
28.06,60.41
33.57,76.03
31.48,77.98
29.02,59.92
31.63,51.13
26.36,64.31
27.36,54.06
27.29,47.22
33.78,40.88
26.08,64.31
15.37,99.96
13.23,96.54
15,83.84
14.15,95.07
15.33,90.19
16.58,78.47
14.41,91.17
13.92,98
12.99,99.96
12.22,99.96
20.46,62.36
13.31,92.14
16.32,81.89
14.55,93.12
14.61,93.61
13.97,95.56
15.02,93.61
20.5,61.87
24.31,69.2
16.54,81.4
22.83,74.57
17.51,89.21
18.62,75.54
16.39,83.84
26.84,87.26
17.06,79.94
32.48,49.18
23.46,73.1
26.38,65.29
22.64,65.29
23.19,88.73
24.79,59.92
22.54,68.22
22.64,61.87
24.93,81.4
26.26,61.38
18.59,67.73
29.16,59.92
26.27,58.94
22.89,66.27
21.5,63.82
24.06,63.34
20.49,65.78
29.18,80.43
27.58,51.13
27.12,83.84
28.27,80.91
20.91,76.03
21,75.54
18.32,89.7
16.71,93.12
22.46,64.8
21.62,85.8
23.03,79.45
19.25,90.19
22.21,68.71
16.96,99.96
22.24,81.4
21.57,67.73
21.79,77.5
25.42,84.33
14.73,99.96
15.6,79.94
15.24,78.47
16.29,73.59
9.55,99.96
12.19,91.66
12.13,89.7
12.05,91.17
19.61,58.45
16.21,86.77
19.63,59.43
13.08,98.98
12.88,98
15.9,77.01
13.73,85.8
12.22,95.07
12.85,93.61
15.14,89.7
19.61,59.92
15.93,85.8
15.4,87.75
12.24,97.52
13.68,86.77
15.11,86.77
12.69,94.1
12.34,94.59
19.46,71.15
28.32,45.76
21.52,67.73
21.1,67.73
20.64,61.87
24.58,63.82
11.62,99.96
28.78,60.41
26.96,61.87
22.87,64.8
23.39,68.71
31.12,54.55
28.24,62.36
26.75,61.38
16.63,92.63
15.21,99.96
15.61,89.7
16.12,99.96
15.39,99.96
16.87,93.61
17.92,89.7
18.64,83.36
19.35,78.96
19.57,83.84
18.78,87.75
17.47,87.26
17.23,93.61
17.48,88.73
17.02,97.52
16.68,94.1
19.71,87.26
16.13,94.1
16.02,95.07
16.3,87.26
24.45,71.64
16.03,88.24
14.85,99.96
15.24,94.1
14.82,95.07
20.51,64.8
14.98,95.56
13.71,99.96
25.2,69.2
14.1,99.96
15.76,95.56
13.95,96.05
15.19,95.07
13.31,99.96
17.03,83.84
30.25,56.01
16.9,85.31
11.49,99.96
20.46,64.31
16.88,94.59
11.25,99.96
12.34,99.96
17.19,94.59
28.58,58.45
12.41,99.96
18.48,72.61
10.62,99.96
10.69,99.96
14.42,99.96
13.67,96.05
10.39,99.96
12.95,95.07
20.18,79.94
11.96,98.49
12.03,99.96
11.73,98.49
11.22,99.96
14.63,99.96
13.53,99.96
10.19,99.96
23.25,43.32
20.27,63.82
14.87,99.96
16.95,99.96
34.45,77.5
10.2,99.96
29.16,46.73
19.76,65.78
22.8,44.29
32.59,51.13
