temperature,humidity
13.71,99.96
18.25,84.82
13.6,99.96
18.5,81.89
18.27,81.89
17.61,86.29
17.71,84.82
11.57,99.96
16.76,87.75
11.44,99.96
20.67,62.36
16.55,82.87
17.4,81.89
16.2,82.87
38.25,71.64
36.17,47.22
20.4,64.8
37.83,42.34
35.58,70.66
28.04,60.89
23.47,91.17
24.22,83.84
20.51,64.8
22.13,73.1
25.26,69.2
34.34,35.02
31.88,42.83
23.68,87.75
20.58,65.29
29.78,48.2
20.63,65.78
21.15,93.61
24.19,64.31
27.1,91.66
23.35,67.73
20.83,89.7
21.26,81.89
19.47,95.56
23.44,98.98
21.85,73.59
20.54,99.96
19.06,92.14
21.05,84.33
19.17,98.49
19.73,88.24
20.51,63.82
20.2,86.77
20.51,64.31
18.59,92.14
20.51,64.31
18.5,93.12
20.48,63.82
19.13,89.7
23.4,76.52
18.43,94.59
18.4,94.59
23.44,76.52
20.48,63.34
17.7,92.14
23.45,76.03
17.98,95.56
16.74,93.12
17.64,86.29
17.36,98
17.63,88.73
17.18,83.36
17.54,79.94
13.95,89.7
18.43,77.98
17,74.57
17.5,79.94
16.36,76.03
14.04,85.8
15.56,82.38
15.71,89.21
15.83,87.75
22.8,75.05
15.52,78.47
22.79,74.57
20.37,61.87
20.44,65.29
16.78,77.98
16.96,81.89
20.4,61.38
17.08,74.08
29.28,53.57
20.43,64.8
24.2,54.06
19.26,65.29
16.58,69.2
20.51,60.89
17.53,65.78
21.08,62.85
22.25,72.13
18.73,59.43
26.1,74.57
19.77,65.29
15.19,76.03
20.77,65.78
14.52,68.71
15.2,72.61
15.18,69.68
19.96,56.5
15.29,68.71
12.27,75.05
18.81,60.89
17.33,64.8
17.66,59.43
19.19,63.82
19.46,68.22
19.24,60.41
20.64,64.8
19.79,58.45
18.94,64.31
26.27,47.71
19.92,56.01
21.39,53.57
20.96,58.94
24.92,45.27
22.65,60.89
22.56,61.38
23.16,61.87
17.86,60.89
18.49,59.43
24.47,53.57
19.93,55.52
27.41,51.13
23.9,50.64
26.56,49.18
17.93,56.5
22.54,48.2
23.36,49.18
23.2,50.64
22.65,60.89
17.99,59.43
24.99,45.76
20.05,54.06
25.49,49.66
20.08,54.06
21.05,57.48
21.1,52.11
25.22,50.64
26.91,49.66
18.88,56.01
20.08,54.06
24.34,50.15
24.72,44.78
20.32,55.52
23,57.96
26.41,41.85
25.02,57.96
18.66,59.92
22.84,59.43
20.05,54.06
18.45,68.71
17.56,69.68
16.43,65.29
17.32,65.29
15.44,71.15
19.91,53.57
19.91,53.57
15.08,71.64
11.96,76.03
14.57,74.08
14.97,70.66
15.7,71.15
15.22,70.17
14.82,74.08
15.96,70.17
15.22,73.1
15.55,72.61
15.89,77.01
19.71,53.57
16,70.66
15.93,77.01
21.23,61.87
20.35,53.57
26.38,59.43
23.67,57.48
26.54,53.57
20.47,63.34
27.05,51.13
20.04,64.8
24.83,44.78
27.41,56.99
28.49,45.27
27.6,47.22
31.08,53.08
30.45,69.68
26.91,46.73
27.66,47.22
20.43,60.89
30.29,56.99
26.99,51.62
28.4,75.05
26.48,56.5
25.46,54.55
28.78,59.43
22.03,64.8
28.82,60.41
25.43,57.96
25.79,58.94
20.54,62.85
18.76,71.15
19.25,69.2
24.37,81.4
20.51,61.87
22.01,70.17
20.4,84.33
16.5,70.66
18.16,67.73
17.37,66.75
14.64,73.1
18.83,85.8
13.97,74.08
16.32,75.54
15.91,80.91
18.23,86.77
15.63,75.54
15.28,74.08
18.26,86.77
15.49,74.08
16.41,74.08
15.38,78.47
18.54,86.77
18.48,88.73
16.02,79.94
12.27,78.47
16.74,72.13
16.49,75.54
16.55,70.66
16.62,73.1
16.71,70.66
16.39,71.15
21.42,67.24
15.68,68.71
20.09,59.43
21.33,66.75
11.94,81.89
16.03,70.17
15.45,67.73
20.09,58.94
15.31,68.71
15.35,69.68
15.11,69.2
20.03,57.96
21.02,65.78
15.26,69.2
12.45,75.05
20,56.99
12.34,74.57
15.16,76.52
20.84,65.78
15.95,78.96
13.83,82.87
15.57,77.98
19.76,56.5
16.6,82.87
15.61,81.4
12.92,87.26
15.64,80.91
11.97,93.12
15.89,82.87
15.61,79.94
11.73,91.17
15.76,82.38
11.84,93.12
12.13,92.14
11.69,92.14
11.58,93.61
15.92,81.89
14.97,90.19
16.87,83.84
11.46,94.1
15.7,82.38
15.85,83.36
15.78,82.38
10.89,95.56
11.08,96.05
16.97,79.94
17.17,86.29
16.88,83.36
11.42,96.05
12.88,94.59
17.52,84.82
12.45,94.1
14.37,89.7
12.67,94.59
19.48,77.98
22.8,77.01
18.97,74.57
24.28,63.34
34.12,47.22
27.68,52.11
20.46,66.75
19.78,63.82
33.57,44.78
19.83,59.43
26.24,52.59
29.11,45.27
24.71,56.01
19.85,59.43
29.35,52.11
24.45,57.96
24.79,56.99
29.22,51.62
29.63,43.32
24.9,55.52
27.81,46.73
24.25,50.64
19.91,59.92
26.85,52.11
26.34,46.25
20,59.92
20.57,66.27
26.83,48.2
29.95,52.11
20.09,60.41
26.92,56.99
22.51,61.38
20.76,64.8
26.72,58.45
21.73,65.29
23.06,69.2
22.98,66.27
20.27,71.64
15.59,75.05
15.74,75.05
19.68,53.57
14,76.03
10.9,81.4
15.66,75.54
15.55,69.2
15.49,78.96
13.52,76.52
19.66,54.06
15.39,69.2
10.97,81.4
19.68,54.06
19.69,54.06
13.37,75.54
13.68,75.54
13.72,76.03
13.86,77.01
14.7,74.08
15.9,77.5
15.4,76.03
16.16,74.08
12.27,77.5
15.89,71.15
16.02,71.15
19.72,54.55
12.82,76.52
20.81,61.38
18.67,64.31
19.1,71.15
16.9,69.2
18.54,66.75
21.63,64.31
17.7,65.29
22.01,63.82
22.86,59.43
20.78,55.52
23.35,56.01
21.6,64.8
22.93,56.01
24.51,50.15
18.14,61.38
22.52,56.01
27.01,48.2
20.91,55.52
26.93,43.32
21.68,52.59
25.48,47.71
19.88,54.55
26.1,50.15
19.88,54.55
27.9,55.04
29.12,46.25
19.86,54.55
24.74,52.59
19.86,54.55
24.34,47.22
23.98,51.62
25.6,53.57
25.3,52.11
26.76,43.32
24.75,50.15
25.9,49.66
19.93,55.04
25.63,55.52
27.53,57.48
26.02,53.57
20.77,61.87
21.76,64.8
22.43,64.31
23.17,58.45
23.44,59.43
23.8,48.69
18.91,77.01
16.61,73.1
16.62,76.03
17.12,85.31
17.12,90.68
17.35,88.73
17.63,96.05
17.12,91.66
16.34,83.36
20.05,62.85
17.51,94.59
17.46,97.52
16.47,85.8
13.3,99.96
16.18,91.17
14.98,90.68
19.99,63.34
15.24,93.12
16.81,96.05
22.01,73.1
16.67,94.59
22,73.1
15.62,93.61
12.35,99.96
16.77,98.49
14.26,94.59
16.67,96.05
15.24,99.96
17.17,99.96
16.65,96.05
14.45,93.12
15.11,87.26
14.33,95.07
11.09,99.96
20.62,67.24
11.65,99.96
11.4,99.96
17.13,99.96
21.8,58.94
18.59,98.49
19.75,66.27
19.75,65.29
19.14,98
19.79,64.8
21.22,88.73
19.64,81.89
26.14,48.2
22.51,97.03
21.46,75.54
23.73,61.87
17.74,99.96
25.18,56.99
25.61,67.73
22.19,84.82
19.96,65.29
28.16,48.2
33.25,35.5
34.07,49.18
38.11,46.25
40.5,38.43
21.59,76.52
20.3,68.22
20.37,67.24
35.46,46.25
33.74,42.34
30.59,64.31
37.2,32.09
39.99,32.57
34.97,35.5
16.3,99.47
15.28,99.96
19.98,65.29
16.81,97.03
16.41,95.07
15.76,92.14
20,66.75
22.24,73.59
16.9,86.77
14.13,97.52
17.5,91.66
16.59,95.56
17.31,96.54
16.52,96.54
22.15,73.59
17.48,96.05
16.93,95.07
16.91,88.73
22.1,73.59
17.32,91.17
22.07,73.59
17.68,87.75
17.25,88.73
18.15,90.19
18.77,86.77
15.16,98.98
19.88,81.4
16.4,91.66
19.11,84.82
22.99,93.61
18.85,84.82
17.93,79.94
19.76,84.33
21.95,69.68
25.8,57.96
23.57,61.87
27.78,53.08
27.36,81.89
23.91,64.31
21.88,64.8
27.57,54.06
27.09,56.99
21.94,74.08
29.01,49.18
27.1,56.01
26.48,55.52
21.93,74.08
27.89,59.92
26.44,55.52
22,74.08
28.93,56.99
28.73,49.18
26.89,57.96
22.05,73.59
25.37,57.96
29.56,46.73
20.18,64.8
25.36,55.52
29.71,45.76
28.49,56.99
32.4,41.85
22.15,73.1
27.87,53.08
22.06,63.34
28.26,53.08
21.93,67.24
19.67,72.61
23.35,70.17
22.4,88.24
19.09,76.52
19.03,80.43
22.14,72.13
19.55,84.82
18.36,81.89
17.55,84.33
17.87,82.87
17.28,86.77
16.88,77.01
19.44,72.61
21.46,72.61
27.52,81.4
21.57,66.27
19.86,62.85
27.53,62.85
22.14,67.24
28.27,58.94
21.59,72.61
29.77,58.94
33.31,46.73
20.86,63.34
21.66,62.36
19.92,62.36
21.64,61.38
21.74,62.85
29.09,58.45
19.92,62.85
23.46,60.41
19.95,62.85
26.99,60.89
30.71,54.55
24.77,50.64
29.97,47.22
19.92,62.85
21.95,73.1
25.08,48.69
31.49,73.59
28.54,52.11
21.07,67.73
27.95,57.96
29.01,41.36
30.92,57.48
20.27,62.85
20.49,68.71
22.74,63.82
29.29,47.22
26.02,60.41
29.87,47.22
19.32,75.54
22.56,73.1
19.1,77.98
23.32,75.54
21.33,71.15
21.39,71.64
20.69,74.08
21.97,77.01
20.46,75.54
21.64,78.96
21.56,94.1
19.72,84.82
19.67,79.94
18.98,83.84
22.66,73.1
22.66,73.1
18.78,84.33
22.65,73.59
17.47,80.91
17.36,86.77
16.25,99.96
16.82,84.82
22.59,73.59
15.54,87.26
16.78,87.75
17.24,91.66
16.94,85.31
22.52,73.1
16.89,89.7
16.75,90.68
22.43,73.1
16.42,91.66
16.03,91.17
14.91,91.66
31.96,55.52
24.19,54.55
20.57,60.89
28.33,67.73
24.59,76.52
21.55,84.82
26.57,66.75
21.08,80.43
21.47,78.47
26.14,66.75
26.88,72.13
23.07,75.05
22.85,74.57
25.15,66.27
24.98,92.14
21.62,75.54
20.95,78.47
23.31,93.12
20.6,60.41
19.36,83.36
20.84,78.47
21.73,74.57
17.69,82.87
25.03,71.64
19.04,84.82
18.41,83.84
18.78,83.84
18.68,92.14
16.55,86.29
18.78,83.84
20.61,62.85
16.06,88.73
17.99,82.87
17.84,91.17
14.9,99.96
17.78,88.73
17.68,83.36
17.89,87.26
18.7,80.91
20.6,62.85
16.99,83.84
17.55,80.91
20.64,59.43
18.29,77.5
13.82,99.96
15.98,81.89
16.26,83.36
15.56,83.36
17.69,76.52
16.26,80.91
23.76,66.75
16.5,77.98
16.45,83.84
12.05,99.96
15.29,84.82
23.48,66.75
15.39,84.82
16.21,77.98
12.39,87.75
15.9,77.01
12.04,89.21
16.02,78.47
23.41,67.24
11.73,90.68
15.55,76.52
16.67,76.52
16.39,85.31
33.33,51.62
32.71,53.08
20.47,60.89
39.64,43.32
43.22,28.67
20.46,61.87
35.81,39.9
42,30.62
30.37,62.36
20.44,60.41
32.61,56.99
28.9,63.82
20.46,61.38
33.41,43.32
27.19,67.24
28.08,88.73
25.58,63.34
27.24,94.59
20.37,61.87
25.89,61.38
26.21,97.03
24.44,81.4
23.68,76.03
24.2,74.08
27.41,91.17
23.46,76.03
24.94,63.34
26.97,92.14
24.51,77.98
26.98,60.89
26.19,57.96
23.01,81.4
23.75,77.5
26.23,55.52
22.77,84.82
22.61,89.7
23.52,80.43
25.99,55.04
22.39,97.03
22.23,89.21
24.39,74.08
24.88,98
22.38,97.03
24.41,73.1
22.94,93.61
25.53,56.01
24.64,70.66
23.81,99.96
22.65,96.05
21.75,91.66
23.17,96.54
25.86,64.31
31.78,93.61
26.23,62.36
27.51,96.54
27.33,95.56
31.13,64.8
26.22,73.59
25.93,68.22
23.82,60.89
32.4,62.36
23.35,70.17
41.01,69.2
31.86,39.9
23.57,56.99
39.63,70.17
35.04,58.94
23.4,70.17
30.48,63.34
33.15,37.95
36.73,54.06
40.49,38.43
36.41,54.55
40.91,44.78
23.85,61.87
37.56,56.01
23.35,74.08
36.06,35.99
17.73,83.84
22.32,58.45
19.98,69.2
19.25,93.61
21.67,66.27
21.46,67.24
21.47,88.24
20.2,68.22
22.49,63.34
23.83,65.29
23.26,85.31
20.69,60.41
22.78,47.71
25.76,85.31
29.54,53.08
20.74,63.82
23.83,65.29
28.2,54.06
28.57,53.08
20.67,56.99
30.05,78.96
22.85,58.45
27.29,58.94
24.64,61.87
25.05,61.87
28.65,52.11
26.37,50.15
23.71,67.24
28.78,53.57
20.64,58.45
29.88,64.31
28.27,60.89
24.09,68.22
21.25,68.71
24.01,65.29
26.89,55.04
25.49,69.68
28.37,80.91
20.67,60.41
26.5,62.36
25.7,84.82
25.99,74.57
22.65,70.17
21.08,82.38
21.44,81.4
22.01,79.45
24.69,62.85
20.7,59.92
20.91,90.68
17.24,99.96
21.06,86.29
17.43,94.59
21.98,80.91
20.67,57.48
21.46,79.94
16.32,99.96
20.6,88.24
20.01,85.8
19.82,94.59
19.82,85.8
18.29,91.66
15.5,99.96
20.63,59.92
20.99,84.82
20.14,86.77
19.11,87.75
20.02,92.63
19.96,88.73
19.37,91.66
20.04,87.26
19.98,88.73
19.44,96.05
17.4,93.61
20.11,84.82
20.22,88.24
19.35,89.21
19.62,88.73
19.5,92.14
17.11,95.56
20.6,58.94
19.44,96.54
19.38,88.24
19.5,97.03
20.16,83.84
17.37,97.03
20.55,91.17
14.64,99.96
19.53,97.03
20.36,88.73
19.53,96.54
20.19,88.24
19.4,90.68
19.4,90.68
20.26,91.17
19.64,93.61
14.27,99.96
20.71,65.29
19.82,97.52
20.53,95.56
17.64,99.96
22.58,91.17
20.84,83.36
20.67,60.89
26.05,73.59
29.72,60.89
31.38,56.99
32.75,85.8
24.16,76.52
24.77,75.05
35.74,55.04
20.69,63.34
29.35,64.31
28.08,62.36
32.86,52.59
31.59,66.75
37.76,76.03
34.04,50.64
32.8,55.52
36.69,38.92
37.96,26.71
30.63,56.5
27.99,66.75
34.48,46.25
33.32,61.87
35.82,44.78
31.39,57.96
30.98,57.48
20.6,59.92
28.53,66.75
26.6,72.13
24.34,77.5
23.06,83.36
20.65,99.96
23.42,77.98
23.71,86.29
26.64,62.36
22.85,82.87
16.54,99.96
21.98,87.26
20.65,91.17
20.93,91.17
19.07,96.54
20.36,77.01
19.71,93.12
19.24,96.05
18.39,96.05
20.63,58.45
20.64,63.82
20.99,76.03
20.63,78.47
17.19,98.98
13.15,99.96
19.67,93.12
16.1,99.96
16.48,99.96
19.91,71.64
19.93,61.38
17.2,79.94
17.63,80.43
16.81,81.4
16.22,85.8
16.54,83.36
14.24,87.26
16.57,79.94
15.72,87.26
16.11,85.31
15.65,86.29
15.85,86.77
16.48,90.68
16.58,81.89
13.71,90.68
15.45,88.73
16.41,83.36
19.72,61.87
15.95,85.31
16.05,92.14
16.5,87.26
14.45,91.66
13.82,93.12
16.39,89.21
16.3,89.7
15.18,87.75
16.39,90.19
16.27,84.82
15.37,88.24
12.32,97.03
16.68,87.26
12.63,97.52
16.05,92.14
15.22,89.21
13.78,99.96
14.38,92.63
17.11,89.7
14.64,97.52
20.5,84.33
19.79,78.96
17.61,88.73
21.08,80.43
19.91,80.43
32.64,51.13
18.66,80.43
32.86,49.66
19.54,76.03
26.39,67.24
26.38,62.36
21.51,72.13
31.02,59.92
30.4,52.11
27.26,60.89
19.96,64.31
22.57,68.71
31.39,54.55
28.97,62.36
31.7,59.92
31.07,56.99
31.7,47.71
32.56,47.71
27.68,62.36
32.38,61.38
35.82,42.83
29.24,52.59
16.14,82.38
16.4,86.29
11.38,99.96
16.4,82.38
12.56,91.17
12.58,92.14
16.45,87.75
16.7,85.31
20.58,61.38
12.58,93.61
12.59,93.61
16.94,90.68
16.62,87.75
12.42,99.96
11.77,99.96
21.86,75.54
15.11,82.87
15.63,76.52
19.99,74.08
20.55,79.94
21.72,69.2
24.52,61.87
16.12,75.05
18.97,76.52
23.53,64.31
17.9,78.96
20.6,61.87
17.29,69.68
23.14,66.27
21.99,92.14
17.32,69.2
25.67,60.41
26.99,60.89
20.74,70.17
20.58,60.41
19.87,73.59
25.79,64.8
21.36,70.66
21.37,62.85
19.9,67.24
20.71,63.82
22.72,71.15
20.28,77.5
22.93,61.38
24.13,74.57
27.5,90.68
22.6,79.45
26.72,70.66
24.03,67.73
22.68,74.08
20.51,74.57
20.66,62.36
20.95,85.8
21.41,84.82
21.61,79.45
21.25,88.24
21.05,90.68
18.61,99.96
20.85,85.31
21.08,85.8
20.68,87.75
16.44,99.96
19.74,89.21
17.09,96.05
16.69,99.96
31.21,54.06
31.32,58.94
28.56,60.89
35.95,47.22
29.1,59.92
30.35,57.96
36.39,40.39
35.7,40.39
20.5,67.24
27.63,65.29
22.33,83.84
22.45,88.24
24.71,75.05
24.69,75.54
21.59,99.96
20.39,92.14
20.5,66.75
20.07,93.12
20.55,68.22
22.63,88.73
23.18,74.08
20.41,66.27
22.75,76.03
20.07,98.98
19.62,94.1
22.57,77.01
19.85,99.47
18.03,99.96
22.5,81.4
20.78,86.77
22.2,84.33
18.87,94.59
20.26,99.96
20.31,64.8
18.43,96.05
18.3,96.54
21.94,89.21
24.4,66.75
17.77,98
18.69,99.47
20.33,64.31
19.35,98.49
17.77,99.47
18.78,98.49
21.85,91.17
22.39,82.38
18.48,99.96
17.77,99.96
18.08,99.96
15.03,99.96
18.99,99.96
20.21,98.98
20.33,62.85
20.34,63.82
20.86,96.05
23.4,95.56
20.3,58.94
30.9,66.27
30.18,58.94
27.34,76.52
27.85,58.45
28.28,58.94
20.33,62.36
33.63,50.15
30.08,59.92
30.33,52.11
20.51,63.82
32.6,56.5
28.52,67.73
35.11,40.39
20.58,63.34
37.08,38.43
34.65,54.06
31.65,49.18
28.97,66.75
34.83,45.76
30.53,52.59
20.66,61.87
26.02,66.75
26.54,67.24
31.74,49.18
28.12,59.92
27.09,62.36
24.43,79.94
28.58,62.85
23.86,61.87
21.95,74.57
21.75,63.34
17.45,71.15
16.92,74.57
16.58,71.64
13.05,99.96
15.22,83.84
14.33,80.43
14.16,77.5
14.5,84.33
13.55,82.87
13.46,79.94
10.67,99.96
14.08,75.54
14.18,86.77
13.78,86.77
14.09,83.36
19.63,64.31
11.9,89.21
13.46,84.33
9.81,99.96
11.4,93.12
12.62,89.7
9.32,99.96
14.29,73.59
12.08,91.66
10.52,92.63
7.65,99.96
10.74,93.61
9.86,96.54
6.75,99.96
9.23,99.96
9.23,99.96
8.74,97.03
9.52,98.98
8.74,99.96
19.65,62.36
10.82,92.63
5.41,99.96
5.24,99.96
10.9,88.24
19.66,61.38
14.22,77.01
8.98,99.96
9.04,95.07
19.76,60.41
12.24,82.87
12.97,79.94
15.23,83.36
12.59,79.94
14.24,88.73
23.43,57.96
28.54,51.62
12.15,91.66
23.31,64.31
19.75,60.41
24.09,87.75
28.95,47.71
19.76,59.92
26.76,81.4
18.83,71.15
18.78,63.34
17.32,69.2
21.12,63.82
16.85,69.68
25.37,57.48
26.43,48.2
19.81,62.36
21.31,67.24
25.74,48.69
26.87,47.71
27.71,79.45
26.67,57.48
19.79,62.85
21.02,68.71
29.24,56.01
20.9,63.34
19.57,64.31
23.98,50.15
25.65,56.01
13.61,89.21
16.15,75.54
14.06,92.14
13.96,88.24
22.75,89.7
18.45,67.24
30.46,40.88
20.05,62.36
18.86,75.05
19.65,61.38
30.45,43.32
21.2,67.73
25.52,57.96
28.98,55.52
20.53,62.85
19.71,59.43
17.73,78.96
15.45,83.36
14.38,80.43
10.7,99.96
12.73,99.96
12.68,93.12
8.2,99.96
15.94,99.96
19.5,92.63
19.47,88.73
19.39,92.63
19.57,92.14
18.42,93.12
19.66,97.03
18.59,93.61
19.47,88.73
19.33,96.54
19.5,90.68
18,87.75
17.35,89.7
19.56,90.19
20.33,63.82
19.52,89.7
18.66,97.03
18.04,92.14
19.76,88.73
18.49,99.47
18.44,94.59
17.98,99.96
18.04,93.61
19.34,90.68
18.35,94.1
20.26,64.31
17.86,89.21
18.24,88.73
17.38,99.96
15.21,98.49
17.76,88.73
17.37,89.7
14.03,99.96
17.59,93.12
19.02,85.8
17.93,93.61
18.69,98
18.54,97.03
18.01,89.7
17.59,96.05
14.67,99.96
14.57,99.96
18.15,83.36
17.89,86.77
17.91,89.7
14.09,99.96
14.02,99.96
14.24,99.96
17.63,94.59
17.59,88.73
17.8,95.07
17.68,94.59
17.73,95.07
18.23,82.87
13.72,99.96
17.82,87.26
20.27,62.85
18.07,94.59
17.36,89.21
19.09,79.45
16.25,99.96
19.18,83.36
18.52,85.31
19.08,88.73
19.3,93.12
20.65,83.36
17.42,99.96
19.42,86.77
20.23,82.87
19.2,84.82
20.28,78.47
25.6,78.47
22.22,78.96
23.99,72.13
20.39,65.29
22.47,74.57
26.73,79.94
24.87,74.57
26.87,71.64
26.6,71.64
21.7,76.03
27.74,98
21.01,87.26
17.61,98.98
20.05,99.96
21.28,88.73
20.46,96.54
17.11,99.96
19.77,98.98
28.49,71.15
25.93,67.73
24.72,76.03
24.4,77.01
25.51,74.08
27.2,66.27
20.3,65.78
22.37,76.03
20.34,65.78
24.97,77.01
22.27,82.87
21.77,83.84
23.02,79.94
20.98,90.19
20.7,95.07
20.34,84.33
18.53,99.96
18.91,99.96
20.29,96.54
20.33,64.8
15.06,99.96
20.83,90.19
20.14,95.07
20.47,87.75
20.48,96.05
19.5,99.96
20.01,95.56
18.58,99.96
19.59,94.1
20.54,87.75
20.29,65.78
13.71,99.96
18.32,99.96
19.77,88.24
20.04,89.21
13.71,99.96
16.38,99.96
13.65,99.96
16.3,99.96
20.31,67.73
19.52,91.17
18.26,99.96
18.49,97.03
19.58,85.31
18.03,99.96
18.09,99.96
18.01,99.47
18.09,99.96
18.85,88.24
19.12,90.19
16.42,99.96
16.94,99.96
17.97,99.96
16.66,99.96
17.69,90.19
16.37,99.47
19.21,94.59
20.37,65.78
18.88,89.7
16.36,98.98
11.07,99.96
15.07,99.96
16.46,98.98
16.47,98.49
17.48,90.19
10.94,99.96
17.68,99.96
16.53,98.49
17.95,97.03
14.36,99.96
19.23,96.05
18.82,88.24
16.7,97.03
20.33,66.27
19.7,91.17
16.81,98.49
17.08,98
24.44,79.94
31.02,60.41
18.26,91.66
23,78.47
20.34,66.27
22.35,78.47
26.38,74.08
20.31,65.29
23.16,77.98
30.9,92.14
26.22,67.73
22.51,78.47
33.13,56.5
24.33,75.05
32.89,56.99
29.98,57.48
30.18,90.68
31.92,53.08
31.38,56.01
32.97,86.29
26.44,72.13
29.83,58.94
34.83,45.27
33.83,85.31
30.53,55.52
20.26,64.8
27.97,54.55
30.7,65.78
32.95,83.36
28.34,54.06
31.47,66.75
26.06,73.1
27.33,56.01
20.53,65.78
29.74,63.34
30.36,55.52
26.34,72.13
30.04,49.18
30.39,60.41
30.65,60.41
34.26,42.34
20.44,66.75
26.93,65.78
35.75,41.85
29.49,53.57
28.76,71.15
34.94,42.83
29.04,66.75
33.62,48.69
35.02,42.34
25.62,71.15
22.87,86.29
28.11,67.73
11.58,99.96
15.1,96.05
11.33,99.96
20.33,64.8
21.03,88.24
22.15,89.21
20.6,94.59
24.43,70.17
24.5,73.1
19.79,88.73
20.98,79.45
20.64,78.47
13.99,99.96
18.04,95.07
19.64,88.73
19.44,81.4
17.41,91.17
17,92.14
20.33,78.96
20.01,88.24
18.6,87.75
18.92,85.31
18.59,94.59
17.78,88.73
15.76,95.07
16.4,94.59
14.61,96.54
18.39,91.17
20.34,65.29
18.27,83.36
9.74,99.96
13.84,99.96
15.21,98.98
14.57,99.47
13.83,99.96
13.56,99.96
9.62,99.96
12.93,99.96
17.48,84.33
14.38,97.52
14.44,99.47
13.39,99.96
12.22,99.96
20.26,64.8
17.48,99.96
31.48,90.68
20.19,65.29
22.45,89.7
14.2,99.96
30.69,91.17
33.2,57.48
25.47,78.96
31.23,62.85
30.44,62.36
29.54,66.27
20.4,64.8
34.65,53.57
32.71,83.84
36.58,48.2
29.35,69.68
32.38,84.33
35.63,49.18
28.8,48.2
27.89,58.94
33.22,79.45
35.56,40.88
20.37,63.82
31.83,45.27
34.09,59.92
32.38,43.32
38.89,72.61
20.4,63.82
32.55,48.2
35.95,48.69
33.22,44.78
35.34,39.41
31.18,56.01
35.98,35.02
35.93,46.73
17.56,70.66
40.15,29.16
20.95,62.36
30.09,37.46
31.64,47.22
37.91,71.64
35.33,76.03
30.16,39.9
27.1,68.22
19.84,88.73
40.57,28.67
29.12,56.01
20.53,64.31
29.48,55.04
20.58,86.77
21.09,88.24
31.86,27.69
22.15,76.52
21.16,73.1
22.39,75.05
18.38,95.56
25.03,73.1
26.1,94.59
25.18,98
24.65,72.13
29.34,45.27
36.8,27.69
28.24,62.85
22.83,73.1
23.99,65.29
26.24,67.24
21.56,83.84
20.48,65.29
23.42,75.05
22.4,87.26
23.84,59.92
20.53,90.19
23.33,60.89
17.5,99.96
22.79,77.98
22.4,75.54
16.77,98.49
20.48,76.03
18.76,93.61
17.67,96.54
18.26,93.61
22.29,75.54
17.42,97.03
17.91,99.47
13.74,99.96
17.79,94.1
19.5,96.05
19.61,91.66
20.39,64.31
16.6,97.03
17.49,95.56
20.18,76.03
20.85,74.08
19.27,93.61
17.76,98.49
17.73,90.68
16.48,91.17
13.99,99.96
17.53,95.56
21.47,74.57
22.01,74.57
22.93,39.9
16.85,96.54
20.68,79.45
14.95,99.96
14.81,99.47
14.15,99.96
11.56,99.96
16.4,99.96
15.14,99.96
20.27,64.31
14.93,99.47
20.54,81.89
16.34,99.96
11.66,99.96
16.8,99.96
16.88,91.17
19.88,66.27
16.5,99.96
19.95,62.36
11.77,99.96
18.44,90.19
13.01,99.96
14.97,99.96
20.12,89.21
12.22,99.96
41.16,55.52
13.69,99.96
22.98,82.87
26.16,67.24
24.27,96.54
20.06,65.78
20.12,67.24
23.49,66.75
13.85,99.96
21.27,69.2
23.62,64.8
20.31,61.38
19.79,57.48
25,52.59
19.83,59.43
15.13,75.54
22.69,57.48
20.24,60.41
21.75,60.41
17.84,57.48
25.87,59.92
22.02,69.68
20.81,87.26
22.1,94.59
23.58,78.47
15.85,84.82
23.42,89.7
23.06,61.87
19.15,61.87
21.56,61.87
19.23,63.82
19.81,56.01
20.57,68.22
17.22,67.73
21.32,60.41
17.28,65.29
17.44,66.27
17.61,73.1
18.25,65.78
17.58,67.24
11.83,88.73
11.73,89.7
14.84,87.26
13.75,85.8
13.54,86.77
14.71,83.84
13.52,86.77
13.75,89.7
13.29,85.31
19.72,56.01
11.42,92.63
12.28,87.75
10.48,93.61
12.1,89.21
19.72,56.5
11.6,91.17
14.01,84.33
19.72,56.5
14.46,82.38
8.99,99.96
12.23,87.26
13.75,81.4
16.93,82.87
24.42,55.04
14.79,78.96
18.43,76.03
19.73,56.5
12.99,85.8
22.36,64.31
14.19,77.5
31.17,45.27
22.18,68.22
14.81,75.54
24.72,61.87
19.76,56.01
32.06,44.29
30.31,71.64
24.36,59.43
24.93,63.82
18.59,65.29
16.85,69.2
16.95,91.66
8.67,91.66
12.33,81.4
8.9,82.87
15.27,97.52
11.08,77.98
16.09,68.22
16.44,75.05
17.65,57.48
25.48,49.66
21.38,61.87
32.23,43.32
20.49,60.41
27.51,74.57
29.95,44.29
29.78,46.73
19.64,60.89
16.57,65.29
27.62,72.61
19.94,52.11
18.66,60.41
13.17,77.98
10.25,84.82
10.98,84.82
8.97,85.31
12.02,72.61
12.83,69.2
11.44,82.87
9.76,80.43
13.09,70.66
13.49,78.47
10.28,85.8
9.28,88.73
12.93,68.22
8.6,90.19
11.41,84.33
11.79,82.87
10.16,99.96
8.5,92.14
8.94,99.96
13.54,68.71
10.54,78.96
16.02,62.36
13.89,99.96
16.58,77.5
