time,value
2025-02-11T20:24:43.596063106Z,0.0673828125
2025-02-11T20:24:44.619992353Z,0.0684814453125
2025-02-11T20:24:45.6432882Z,0.0679931640625
2025-02-11T20:24:46.667982172Z,0.067626953125
2025-02-11T20:24:47.691285217Z,0.0682373046875
2025-02-11T20:24:48.716839691Z,0.0675048828125
2025-02-11T20:24:49.841813023Z,0.0677490234375
2025-02-11T20:24:50.866570035Z,0.0684814453125
2025-02-11T20:24:51.889916278Z,0.0677490234375
2025-02-11T20:24:52.913980232Z,0.067138671875
2025-02-11T20:24:53.938318282Z,0.0684814453125
2025-02-11T20:24:54.963578844Z,0.069091796875
2025-02-11T20:24:56.088670057Z,0.0689697265625
2025-02-11T20:24:57.01053688Z,0.07763671875
2025-02-11T20:24:58.136929372Z,0.08251953125
2025-02-11T20:24:59.160989315Z,0.0811767578125
2025-02-11T20:25:00.184486425Z,0.0784912109375
2025-02-11T20:25:01.208987599Z,0.0819091796875
2025-02-11T20:25:02.232457367Z,0.0814208984375
2025-02-11T20:25:03.359139969Z,0.0828857421875
2025-02-11T20:25:04.382764948Z,0.083984375
2025-02-11T20:25:05.408925288Z,0.0833740234375
2025-02-11T20:25:06.431444625Z,0.0849609375
2025-02-11T20:25:07.45479819Z,0.0845947265625
2025-02-11T20:25:08.479981891Z,0.0828857421875
2025-02-11T20:25:09.503409736Z,0.0848388671875
2025-02-11T20:25:10.629398668Z,0.0843505859375
2025-02-11T20:25:11.653246819Z,0.083251953125
2025-02-11T20:25:12.677516244Z,0.085205078125
2025-02-11T20:25:13.705823182Z,0.0848388671875
2025-02-11T20:25:14.736305674Z,0.0838623046875
2025-02-11T20:25:15.749268432Z,0.0860595703125
2025-02-11T20:25:16.875929692Z,0.084716796875
2025-02-11T20:25:17.899667557Z,0.08447265625
2025-02-11T20:25:18.923693465Z,0.087158203125
2025-02-11T20:25:19.947835137Z,0.0831298828125
2025-02-11T20:25:20.971926333Z,0.08935546875
2025-02-11T20:25:21.995823062Z,0.087158203125
2025-02-11T20:25:23.022346129Z,0.090576171875
2025-02-11T20:25:24.148731608Z,0.0909423828125
2025-02-11T20:25:25.172218856Z,0.091064453125
2025-02-11T20:25:26.194845979Z,0.090576171875
2025-02-11T20:25:27.218726947Z,0.0736083984375
2025-02-11T20:25:28.244925705Z,0.0523681640625
2025-02-11T20:25:29.266225056Z,0.066650390625
2025-02-11T20:25:30.393107024Z,0.377197265625
2025-02-11T20:25:31.416653484Z,0.4205322265625
2025-02-11T20:25:32.442120717Z,0.8802490234375
2025-02-11T20:25:33.472259293Z,0.99462890625
2025-02-11T20:25:34.489720984Z,1.0382080078125
2025-02-11T20:25:35.516394428Z,0.436767578125
2025-02-11T20:25:36.536880864Z,-0.001708984375
2025-02-11T20:25:37.663252149Z,-0.3494873046875
2025-02-11T20:25:38.687104013Z,0.000732421875
2025-02-11T20:25:39.711000053Z,-0.0372314453125
2025-02-11T20:25:40.735395023Z,0.2191162109375
2025-02-11T20:25:41.759278903Z,0.8060302734375
2025-02-11T20:25:42.783033896Z,-0.2574462890625
2025-02-11T20:25:43.909422111Z,-0.4844970703125
2025-02-11T20:25:44.933594255Z,0.194091796875
2025-02-11T20:25:45.957766365Z,0.2200927734375
2025-02-11T20:25:46.981935727Z,0.20654296875
2025-02-11T20:25:48.007843008Z,0.249267578125
2025-02-11T20:25:49.029699755Z,0.24755859375
