Time,x,y,z
2025-03-03T11:37:23.971519,0.98,-0.18,0.92
2025-03-03T11:37:24.356232,0.61,-0.12,0.73
2025-03-03T11:37:24.755628,-0.18,-0.18,0.55
2025-03-03T11:37:25.129036,-0.43,-0.24,0.61
2025-03-03T11:37:25.889355,-0.92,-0.18,0.49
2025-03-03T11:37:26.286557,-0.06,-0.18,0.61
2025-03-03T11:37:26.708258,-0.55,-0.24,0.49
2025-03-03T11:37:27.152580,0.0,-0.55,0.98
2025-03-03T11:37:27.518773,-1.1,-0.24,0.37
2025-03-03T11:37:27.873365,-0.85,-0.37,0.73
2025-03-03T11:37:28.257469,-2.08,-0.67,0.55
2025-03-03T11:37:28.680214,-1.4,-0.37,0.31
2025-03-03T11:37:29.056509,-0.18,-0.31,0.55
2025-03-03T11:37:29.425486,-1.77,-0.18,0.18
2025-03-03T11:37:29.793394,-1.59,0.12,0.37
2025-03-03T11:37:30.178528,-1.77,-0.18,0.24
2025-03-03T11:37:30.552543,0.06,-0.06,0.85
2025-03-03T11:37:30.954783,1.22,0.06,0.79
2025-03-03T11:37:31.372169,0.92,-0.31,0.73
2025-03-03T11:37:31.757743,0.18,0.0,0.67
2025-03-03T11:37:32.117374,-1.34,-0.37,0.31
2025-03-03T11:37:32.494524,0.49,-0.18,0.67
2025-03-03T11:37:32.858867,1.22,-0.12,0.73
2025-03-03T11:37:33.263487,0.24,-0.12,0.67
2025-03-03T11:37:33.657364,-0.67,-0.31,0.43
2025-03-03T11:37:34.053106,-0.06,-0.24,0.61
2025-03-03T11:37:34.674683,-0.98,-0.24,0.37
2025-03-03T11:37:35.067834,0.67,-0.18,0.79
2025-03-03T11:37:35.456866,0.92,-0.12,0.79
2025-03-03T11:37:35.816226,-0.06,-0.24,0.55
2025-03-03T11:37:36.161674,-0.49,-0.24,0.49
2025-03-03T11:37:36.532125,-0.18,-0.12,0.55
2025-03-03T11:37:37.253728,0.98,-0.06,0.73
2025-03-03T11:37:37.607440,0.06,-0.24,0.55
2025-03-03T11:37:37.973374,-2.01,-0.43,0.18
2025-03-03T11:37:38.345822,-0.98,-0.43,0.37
2025-03-03T11:37:39.179787,0.98,-0.12,0.79
2025-03-03T11:37:39.553286,-0.18,-0.31,0.61
2025-03-03T11:37:39.910592,0.18,-0.12,0.61
2025-03-03T11:37:40.272475,0.31,-0.12,0.67
2025-03-03T11:37:40.636951,-1.46,-0.73,0.24
2025-03-03T11:37:41.000047,6.96,0.12,2.01
2025-03-03T11:37:41.376058,3.54,0.92,1.46
2025-03-03T11:37:41.750785,5.8,0.43,1.83
2025-03-03T11:37:42.483925,-2.56,-1.04,0.12
2025-03-03T11:37:42.944817,0.0,0.18,0.61
2025-03-03T11:37:43.312849,-0.85,-0.31,0.43
2025-03-03T11:37:43.678405,-0.67,-0.31,0.43
2025-03-03T11:37:44.050864,0.24,0.0,0.61
2025-03-03T11:37:44.952306,0.06,-0.31,0.55
2025-03-03T11:37:45.341744,-0.67,-0.24,0.49
2025-03-03T11:37:45.750633,-0.24,-0.06,0.55
2025-03-03T11:37:46.112249,-0.12,-0.18,0.55
2025-03-03T11:37:46.490718,0.61,-0.12,0.67
2025-03-03T11:37:46.867401,0.67,-0.06,0.73
2025-03-03T11:37:47.253491,0.43,-0.12,0.67
2025-03-03T11:37:47.656131,0.61,-0.18,0.67
2025-03-03T11:37:48.034920,-0.31,-0.18,0.49
2025-03-03T11:37:48.409196,-0.18,-0.18,0.55
2025-03-03T11:37:48.809541,0.43,-0.06,0.67
2025-03-03T11:37:49.184708,-0.43,-0.31,0.49
2025-03-03T11:37:49.569297,-0.92,-0.12,0.37
2025-03-03T11:37:49.990598,0.37,-0.06,0.67
2025-03-03T11:37:50.351799,0.85,-0.18,0.73
2025-03-03T11:37:50.735491,-0.92,-0.18,0.37
2025-03-03T11:37:51.109693,-0.43,-0.24,0.61
2025-03-03T11:37:51.471733,-0.31,-0.31,0.55
2025-03-03T11:37:51.854370,0.43,0.18,0.79
2025-03-03T11:37:52.408901,-1.59,-0.24,0.18
2025-03-03T11:37:52.797060,1.04,-0.12,0.79
2025-03-03T11:37:53.201554,1.28,0.0,0.92
2025-03-03T11:37:53.789623,-1.04,-0.24,0.37
2025-03-03T11:37:54.165620,-0.37,-0.18,0.55
2025-03-03T11:37:54.540283,0.55,-0.12,0.73
2025-03-03T11:37:55.232946,-0.55,-0.24,0.49
2025-03-03T11:37:55.633606,-0.61,-0.18,0.43
2025-03-03T11:37:56.655104,0.06,-0.12,0.61
2025-03-03T11:37:57.051932,-0.43,-0.24,0.49
2025-03-03T11:37:57.462970,1.16,-0.18,0.79
2025-03-03T11:37:57.852518,0.43,-0.18,0.73
2025-03-03T11:37:58.232778,-0.18,-0.24,0.55
2025-03-03T11:37:58.611102,0.0,-0.12,0.61
2025-03-03T11:37:58.987763,0.18,-0.18,0.67
2025-03-03T11:37:59.359711,0.24,-0.24,0.67
2025-03-03T11:37:59.715736,-0.06,-0.18,0.55
2025-03-03T11:38:00.108653,-1.28,-0.24,0.37
2025-03-03T11:38:00.498106,-0.24,-0.12,0.55
2025-03-03T11:38:00.867179,0.49,-0.06,0.73
2025-03-03T11:38:01.261978,-0.43,-0.18,0.49
2025-03-03T11:38:01.626778,-0.31,-0.18,0.55
2025-03-03T11:38:02.001929,0.49,-0.12,0.73
2025-03-03T11:38:02.356840,0.0,-0.18,0.61
2025-03-03T11:38:02.731539,-0.24,-0.18,0.55
2025-03-03T11:38:03.090052,0.55,-0.12,0.73
2025-03-03T11:38:03.444513,-0.18,-0.18,0.61
2025-03-03T11:38:03.879624,-0.31,-0.24,0.55
2025-03-03T11:38:04.243140,0.98,-0.06,0.79
2025-03-03T11:38:04.632664,-0.43,-0.24,0.49
2025-03-03T11:38:05.052501,0.24,-0.18,0.67
2025-03-03T11:38:05.429061,-0.06,-0.24,0.55
2025-03-03T11:38:05.828265,0.12,-0.18,0.61
2025-03-03T11:38:06.188381,0.55,-0.12,0.67
2025-03-03T11:38:06.595817,0.0,-0.18,0.61
2025-03-03T11:38:06.965982,-0.24,-0.18,0.49
2025-03-03T11:38:07.377584,1.28,0.0,0.85
2025-03-03T11:38:07.822679,-1.53,-0.49,0.31
2025-03-03T11:38:08.273194,2.62,0.06,1.16
2025-03-03T11:38:08.635133,3.23,2.2,1.04
2025-03-03T11:38:09.011191,-2.14,-1.16,0.06
2025-03-03T11:38:09.396423,-1.34,-0.85,0.24
2025-03-03T11:38:09.763404,4.21,0.18,1.46
2025-03-03T11:38:10.160682,0.92,-0.06,0.73
2025-03-03T11:38:10.538735,-1.65,-0.43,0.12
2025-03-03T11:38:10.910258,0.98,-0.06,0.73
2025-03-03T11:38:11.298212,-0.37,-0.24,0.55
2025-03-03T11:38:11.660789,0.43,-0.18,0.67
2025-03-03T11:38:12.022757,0.24,-0.12,0.61
2025-03-03T11:38:12.393209,-0.31,-0.12,0.49
2025-03-03T11:38:12.773882,-0.61,-0.18,0.49
2025-03-03T11:38:13.292797,0.49,-0.12,0.67
2025-03-03T11:38:13.663988,-0.67,-0.31,0.49
2025-03-03T11:38:14.059461,-0.43,-0.31,0.49
2025-03-03T11:38:14.447977,-0.49,-0.24,0.49
2025-03-03T11:38:14.818743,-0.67,-0.24,0.37
2025-03-03T11:38:15.175797,-0.24,-0.24,0.49
2025-03-03T11:38:15.551958,1.71,0.12,0.98
2025-03-03T11:38:15.975441,0.12,0.0,0.55
2025-03-03T11:38:16.356394,-0.31,-0.12,0.67
2025-03-03T11:38:16.760765,-0.18,-0.06,0.49
2025-03-03T11:38:17.134711,-0.43,-0.18,0.49
2025-03-03T11:38:17.490594,0.55,-0.18,0.67
2025-03-03T11:38:17.863381,0.0,-0.18,0.61
2025-03-03T11:38:18.232283,-0.24,-0.24,0.49
2025-03-03T11:38:18.613585,0.31,-0.12,0.67
2025-03-03T11:38:18.998105,-0.12,-0.24,0.55
2025-03-03T11:38:19.362446,-0.43,-0.24,0.49
2025-03-03T11:38:19.802139,0.24,-0.18,0.67
2025-03-03T11:38:20.199291,0.37,-0.18,0.67
2025-03-03T11:38:20.812245,-0.49,-0.12,0.49
2025-03-03T11:38:21.183245,-0.49,-0.18,0.43
2025-03-03T11:38:21.581661,0.18,-0.12,0.61
2025-03-03T11:38:21.964905,0.24,-0.12,0.61
2025-03-03T11:38:22.345009,-0.31,-0.18,0.49
2025-03-03T11:38:22.774734,-0.73,-0.18,0.55
2025-03-03T11:38:23.157171,0.37,-0.12,0.67
2025-03-03T11:38:23.565295,0.67,-0.12,0.73
2025-03-03T11:38:23.953787,-0.43,-0.18,0.49
2025-03-03T11:38:24.330582,-0.12,-0.18,0.61
2025-03-03T11:38:25.021022,0.61,-0.06,0.73
2025-03-03T11:38:25.485578,-0.12,-0.18,0.55
2025-03-03T11:38:25.935173,-0.31,-0.18,0.55
2025-03-03T11:38:26.378619,0.67,-0.18,0.73
2025-03-03T11:38:26.879582,0.55,-0.12,0.67
2025-03-03T11:38:27.463862,-0.31,-0.24,0.49
2025-03-03T11:38:28.921593,0.18,-0.18,0.61
2025-03-03T11:38:29.549873,0.98,-0.12,0.79
2025-03-03T11:38:30.445224,-1.71,-0.24,0.24
2025-03-03T11:38:31.070200,1.22,-0.12,0.98
2025-03-03T11:38:31.466623,-0.79,-0.24,0.43
2025-03-03T11:38:31.926222,-1.1,-0.18,0.37
2025-03-03T11:38:32.383175,0.98,-0.12,0.85
2025-03-03T11:38:33.021455,0.55,-0.12,0.67
2025-03-03T11:38:33.700219,-0.73,-0.24,0.43
2025-03-03T11:38:34.255182,0.98,-0.06,0.79
2025-03-03T11:38:34.776236,0.73,-0.12,0.67
2025-03-03T11:38:35.295207,-0.37,-0.24,0.55
2025-03-03T11:38:35.891004,0.18,-0.18,0.61
2025-03-03T11:38:36.456197,-0.31,-0.43,0.67
2025-03-03T11:38:36.977739,0.0,-0.24,0.67
2025-03-03T11:38:37.454634,0.24,-0.18,0.85
2025-03-03T11:38:38.003449,0.37,-0.12,0.79
2025-03-03T11:38:38.619511,-0.12,-0.18,0.55
2025-03-03T11:38:39.382377,0.12,-0.12,0.55
2025-03-03T11:38:40.003249,0.24,-0.18,0.67
2025-03-03T11:38:40.683622,-0.24,-0.18,0.55
2025-03-03T11:38:41.182691,0.61,-0.12,0.67
2025-03-03T11:38:41.753620,-0.37,-0.18,0.43
2025-03-03T11:38:42.239705,0.67,-0.12,0.73
2025-03-03T11:38:42.704106,0.43,-0.18,0.67
2025-03-03T11:38:43.179197,-0.18,-0.24,0.55
2025-03-03T11:38:43.603507,0.37,-0.12,0.67
2025-03-03T11:38:44.027270,0.55,-0.12,0.67
2025-03-03T11:38:44.467648,-1.1,-0.24,0.31
2025-03-03T11:38:44.955540,0.61,-0.12,0.73
2025-03-03T11:38:45.419047,0.49,-0.12,0.67
2025-03-03T11:38:45.838691,-0.18,-0.18,0.55
2025-03-03T11:38:46.299055,0.18,-0.12,0.61
2025-03-03T11:38:46.677675,0.43,-0.12,0.67
2025-03-03T11:38:47.062732,-0.06,-0.18,0.55
2025-03-03T11:38:47.504124,0.24,-0.12,0.67
2025-03-03T11:38:47.915702,0.18,-0.24,0.61
2025-03-03T11:38:48.336055,-0.06,-0.18,0.61
2025-03-03T11:38:48.754039,0.06,-0.12,0.55
2025-03-03T11:38:49.162686,0.24,-0.18,0.67
2025-03-03T11:38:49.544296,-0.18,-0.18,0.55
2025-03-03T11:38:49.934939,0.12,-0.18,0.61
2025-03-03T11:38:50.514247,0.12,-0.18,0.61
2025-03-03T11:38:51.893493,-0.12,-0.18,0.55
2025-03-03T11:38:52.822459,0.0,-0.18,0.61
2025-03-03T11:38:53.574305,-0.06,-0.18,0.55
2025-03-03T11:38:53.960061,-0.31,-0.18,0.49
2025-03-03T11:38:54.354357,0.18,-0.12,0.61
2025-03-03T11:38:54.727611,-0.06,-0.18,0.55
2025-03-03T11:38:55.569884,-0.06,-0.18,0.55
2025-03-03T11:38:56.038322,0.06,-0.12,0.55
2025-03-03T11:38:56.420316,-0.06,-0.18,0.55
2025-03-03T11:38:56.856553,0.06,-0.18,0.61
2025-03-03T11:38:57.302095,0.06,-0.18,0.61
2025-03-03T11:38:57.698377,0.24,-0.12,0.61
2025-03-03T11:38:58.093303,0.61,-0.06,0.73
2025-03-03T11:38:58.470172,0.31,-0.12,0.67
2025-03-03T11:38:58.862891,-0.43,-0.24,0.49
2025-03-03T11:38:59.443795,0.98,-0.12,0.79
2025-03-03T11:38:59.899197,-0.73,-0.18,0.43
2025-03-03T11:39:00.369534,0.43,-0.12,0.67
2025-03-03T11:39:00.862763,0.0,-0.18,0.61
2025-03-03T11:39:01.424816,-1.16,-0.18,0.37
2025-03-03T11:39:02.594200,-0.49,-0.06,0.49
2025-03-03T11:39:02.978843,0.79,-0.06,0.73
2025-03-03T11:39:03.378977,7.02,0.06,2.01
2025-03-03T11:39:03.782924,3.36,-1.1,1.22
2025-03-03T11:39:04.373406,1.65,0.18,0.79
2025-03-03T11:39:04.819082,0.18,-0.37,0.61
2025-03-03T11:39:05.226554,0.0,-0.18,0.61
2025-03-03T11:39:05.613648,-2.32,-0.67,-0.49
2025-03-03T11:39:06.064292,-2.5,-0.31,0.0
2025-03-03T11:39:06.470246,0.98,-0.06,0.79
2025-03-03T11:39:06.968330,0.12,-0.18,0.61
2025-03-03T11:39:07.360372,0.18,-0.18,0.61
2025-03-03T11:39:07.759150,0.18,-0.12,0.61
2025-03-03T11:39:08.175161,0.18,-0.12,0.67
2025-03-03T11:39:08.586372,-0.49,-0.18,0.49
2025-03-03T11:39:08.967621,-0.18,-0.18,0.55
2025-03-03T11:39:09.345247,0.24,-0.12,0.61
2025-03-03T11:39:09.737524,-0.37,-0.18,0.49
2025-03-03T11:39:10.145562,0.06,-0.18,0.55
2025-03-03T11:39:10.557634,0.55,-0.12,0.67
2025-03-03T11:39:10.965351,0.49,-0.12,0.67
2025-03-03T11:39:11.375286,-0.06,-0.18,0.55
2025-03-03T11:39:11.785423,0.37,-0.12,0.67
2025-03-03T11:39:12.176275,0.12,-0.18,0.61
2025-03-03T11:39:12.577900,0.37,-0.12,0.67
2025-03-03T11:39:13.003380,0.31,-0.18,0.67
2025-03-03T11:39:13.417427,0.12,-0.18,0.61
2025-03-03T11:39:13.847427,-0.06,-0.18,0.55
2025-03-03T11:39:14.263119,0.49,-0.12,0.73
2025-03-03T11:39:14.640392,0.12,-0.18,0.61
2025-03-03T11:39:15.013366,0.37,-0.12,0.67
2025-03-03T11:39:15.387949,-1.1,-0.24,0.37
2025-03-03T11:39:15.758861,-0.12,-0.12,0.55
2025-03-03T11:39:16.135517,0.06,-0.12,0.61
2025-03-03T11:39:16.538520,-0.12,-0.18,0.55
2025-03-03T11:39:16.908630,-0.06,-0.18,0.55
2025-03-03T11:39:17.290436,0.18,-0.12,0.61
2025-03-03T11:39:17.672108,-0.24,-0.18,0.49
2025-03-03T11:39:18.080215,-0.12,-0.18,0.55
2025-03-03T11:39:18.498805,-0.06,-0.18,0.55
2025-03-03T11:39:18.874919,0.06,-0.12,0.61
2025-03-03T11:39:19.269365,0.18,-0.18,0.61
2025-03-03T11:39:19.680049,-0.06,-0.18,0.55
2025-03-03T11:39:20.052913,0.0,-0.12,0.55
2025-03-03T11:39:20.443845,0.24,-0.12,0.61
2025-03-03T11:39:20.821513,0.0,-0.12,0.61
2025-03-03T11:39:21.229260,-0.18,-0.24,0.49
2025-03-03T11:39:21.616972,0.49,-0.12,0.73
2025-03-03T11:39:22.000955,0.37,-0.12,0.67
2025-03-03T11:39:22.390047,-0.24,-0.18,0.55
2025-03-03T11:39:22.781328,-0.43,-0.18,0.49
2025-03-03T11:39:23.156554,0.55,-0.18,0.67
2025-03-03T11:39:23.540458,0.49,-0.12,0.67
2025-03-03T11:39:23.918246,0.12,-0.18,0.61
2025-03-03T11:39:24.280483,0.24,-0.12,0.61
2025-03-03T11:39:24.690713,0.37,-0.12,0.67
2025-03-03T11:39:25.086468,0.24,-0.18,0.61
2025-03-03T11:39:25.471281,0.43,-0.18,0.67
2025-03-03T11:39:25.849266,0.0,-0.18,0.55
2025-03-03T11:39:26.233355,0.12,-0.12,0.67
2025-03-03T11:39:26.640550,0.24,-0.12,0.61
2025-03-03T11:39:27.278528,0.24,-0.18,0.61
2025-03-03T11:39:27.669348,-0.12,-0.18,0.61
2025-03-03T11:39:28.056112,0.06,-0.18,0.61
2025-03-03T11:39:28.447887,0.24,-0.12,0.61
2025-03-03T11:39:28.832534,-0.12,-0.18,0.55
2025-03-03T11:39:29.216094,0.18,-0.18,0.61
2025-03-03T11:39:29.618679,0.12,-0.18,0.61
2025-03-03T11:39:29.985735,0.12,-0.12,0.61
2025-03-03T11:39:30.358843,-0.06,-0.18,0.55
2025-03-03T11:39:30.745560,-0.12,-0.18,0.55
2025-03-03T11:39:31.139723,-0.12,-0.18,0.55
2025-03-03T11:39:31.533505,-0.18,-0.18,0.55
2025-03-03T11:39:31.923522,-0.24,-0.12,0.55
2025-03-03T11:39:32.441789,-0.12,-0.18,0.55
2025-03-03T11:39:32.806684,0.06,-0.18,0.61
2025-03-03T11:39:33.187528,-0.06,-0.18,0.55
2025-03-03T11:39:33.598249,-0.31,-0.18,0.49
2025-03-03T11:39:34.009989,0.0,-0.18,0.61
2025-03-03T11:39:34.391563,0.24,-0.18,0.61
2025-03-03T11:39:34.797826,-0.18,-0.18,0.55
2025-03-03T11:39:35.182539,0.0,-0.12,0.55
2025-03-03T11:39:35.578807,0.31,-0.12,0.67
2025-03-03T11:39:35.961478,0.06,-0.12,0.61
2025-03-03T11:39:36.343745,-0.43,-0.18,0.55
2025-03-03T11:39:36.720963,0.18,-0.18,0.61
2025-03-03T11:39:37.094116,0.0,-0.12,0.61
2025-03-03T11:39:37.495976,-0.12,-0.18,0.55
2025-03-03T11:39:37.893314,0.31,-0.12,0.67
2025-03-03T11:39:38.300610,1.1,-0.12,0.79
2025-03-03T11:39:38.688723,-0.67,-0.18,0.43
2025-03-03T11:39:39.068821,-0.06,-0.18,0.55
2025-03-03T11:39:39.451765,0.73,-0.12,0.73
2025-03-03T11:39:39.831133,0.61,-0.12,0.67
2025-03-03T11:39:40.213934,-0.67,-0.24,0.43
2025-03-03T11:39:40.618632,0.43,-0.12,0.67
2025-03-03T11:39:40.979837,0.61,-0.12,0.67
2025-03-03T11:39:41.353382,-0.49,-0.24,0.49
2025-03-03T11:39:41.739368,0.31,-0.12,0.61
2025-03-03T11:39:42.105595,-0.43,-0.18,0.49
2025-03-03T11:39:42.490341,-0.12,-0.18,0.55
2025-03-03T11:39:42.887221,0.06,-0.12,0.61
2025-03-03T11:39:43.279116,0.37,-0.12,0.67
2025-03-03T11:39:43.643916,-0.18,-0.18,0.55
2025-03-03T11:39:44.054793,-0.12,-0.18,0.55
2025-03-03T11:39:44.430345,-0.12,-0.18,0.55
2025-03-03T11:39:44.790971,0.18,-0.18,0.61
2025-03-03T11:39:45.144354,0.37,-0.12,0.61
2025-03-03T11:39:45.520238,-0.06,-0.18,0.55
2025-03-03T11:39:45.906692,0.06,-0.18,0.61
2025-03-03T11:39:46.295112,0.43,-0.12,0.67
2025-03-03T11:39:46.679253,-0.12,-0.18,0.55
2025-03-03T11:39:47.035252,0.18,-0.18,0.61
2025-03-03T11:39:47.446336,0.73,-0.12,0.73
2025-03-03T11:39:47.830870,-0.43,-0.18,0.49
2025-03-03T11:39:48.194011,0.12,-0.18,0.61
2025-03-03T11:39:48.571492,0.37,-0.12,0.67
2025-03-03T11:39:48.957873,-0.37,-0.18,0.49
2025-03-03T11:39:49.338262,15.14,-0.18,0.55
2025-03-03T11:39:49.734989,0.79,-0.06,0.73
2025-03-03T11:39:50.133431,-0.18,-0.18,0.55
2025-03-03T11:39:50.508639,-0.37,-0.12,0.49
2025-03-03T11:39:50.883113,0.0,-0.18,0.67
2025-03-03T11:39:51.257863,0.61,-0.12,0.73
2025-03-03T11:39:51.637840,-0.49,-0.18,0.43
2025-03-03T11:39:52.031691,0.24,-0.18,0.61
2025-03-03T11:39:52.385557,0.12,-0.12,0.61
2025-03-03T11:39:52.772916,-0.43,-0.18,0.49
2025-03-03T11:39:53.301904,0.31,-0.18,0.61
2025-03-03T11:39:53.702566,0.12,-0.18,0.61
2025-03-03T11:39:54.088199,-0.24,-0.18,0.55
2025-03-03T11:39:54.458471,0.12,-0.18,0.61
2025-03-03T11:39:54.826318,0.06,-0.12,0.61
2025-03-03T11:39:55.238704,-0.12,-0.18,0.55
2025-03-03T11:39:55.617637,-0.18,-0.18,0.55
2025-03-03T11:39:56.301936,-0.24,-0.18,0.55
2025-03-03T11:39:56.676757,-0.06,-0.18,0.55
2025-03-03T11:39:57.048042,-0.61,-0.18,0.43
2025-03-03T11:39:57.457777,-0.24,-0.06,0.49
2025-03-03T11:39:57.828219,0.49,-0.12,0.67
2025-03-03T11:39:58.235311,-0.18,-0.18,0.55
2025-03-03T11:39:58.648334,-0.18,-0.18,0.55
2025-03-03T11:39:59.017945,-0.55,-0.18,0.49
2025-03-03T11:39:59.379526,0.18,-0.12,0.61
2025-03-03T11:39:59.760803,0.49,-0.18,0.67
2025-03-03T11:40:00.139176,0.49,-0.18,0.67
2025-03-03T11:40:00.551505,0.24,-0.06,0.67
2025-03-03T11:40:00.973582,-0.73,-0.24,0.43
2025-03-03T11:40:01.378667,-0.12,-0.24,0.61
2025-03-03T11:40:01.807879,0.31,-0.12,0.67
2025-03-03T11:40:02.246674,0.37,-0.12,0.67
2025-03-03T11:40:02.806701,0.18,-0.18,0.61
2025-03-03T11:40:03.207869,0.06,-0.18,0.61
2025-03-03T11:40:03.601776,0.61,-0.18,0.73
2025-03-03T11:40:03.965490,-0.49,-0.18,0.49
2025-03-03T11:40:04.372920,-0.37,-0.18,0.55
2025-03-03T11:40:04.801844,0.49,-0.18,0.73
2025-03-03T11:40:05.218810,-0.73,-0.18,0.43
2025-03-03T11:40:05.588648,-0.18,-0.18,0.55
2025-03-03T11:40:05.982289,-0.18,-0.24,0.55
2025-03-03T11:40:06.379664,0.0,-0.18,0.55
2025-03-03T11:40:06.770839,0.24,-0.12,0.55
2025-03-03T11:40:07.173010,-0.12,-0.18,0.61
2025-03-03T11:40:07.584937,-0.55,-0.12,0.49
2025-03-03T11:40:07.995589,-0.61,-0.18,0.43
2025-03-03T11:40:08.407245,23.13,9.7,22.83
2025-03-03T11:40:08.806009,0.49,-2.32,-2.56
2025-03-03T11:40:09.204164,-14.89,6.84,-2.38
2025-03-03T11:40:09.596232,-12.63,-1.77,-1.95
2025-03-03T11:40:10.000337,-0.37,1.34,0.37
2025-03-03T11:40:10.645603,0.49,-0.49,0.67
2025-03-03T11:40:11.013860,-0.92,-0.43,0.37
2025-03-03T11:40:11.685969,2.2,0.0,1.04
2025-03-03T11:40:12.071875,-0.24,-0.43,0.55
2025-03-03T11:40:12.487339,0.18,-0.06,0.61
2025-03-03T11:40:12.880372,0.85,-0.12,0.79
2025-03-03T11:40:13.280110,1.46,0.0,0.85
2025-03-03T11:40:13.902949,2.2,-0.18,0.92
2025-03-03T11:40:14.279729,2.08,0.18,0.92
2025-03-03T11:40:14.747685,3.05,1.89,1.04
2025-03-03T11:40:15.136087,-1.95,-0.67,0.12
2025-03-03T11:40:15.531713,2.08,0.37,0.98
2025-03-03T11:40:16.001997,0.79,-0.18,0.73
2025-03-03T11:40:16.379135,0.18,-0.12,0.55
2025-03-03T11:40:16.801074,0.43,-0.06,0.61
2025-03-03T11:40:17.196030,-1.04,-0.37,0.31
2025-03-03T11:40:17.570676,-0.61,0.31,0.24
2025-03-03T11:40:17.963886,-2.2,-0.79,0.06
2025-03-03T11:40:18.418757,3.91,0.55,1.4
2025-03-03T11:40:18.986704,-1.34,-0.24,0.31
2025-03-03T11:40:19.512001,-0.49,-0.31,0.49
2025-03-03T11:40:19.969711,-0.43,-0.06,0.55
2025-03-03T11:40:20.431801,-0.06,-0.18,0.61
2025-03-03T11:40:20.865871,0.31,-0.12,0.67
2025-03-03T11:40:21.287453,-0.06,-0.18,0.55
2025-03-03T11:40:21.753588,-0.37,-0.12,0.55
2025-03-03T11:40:22.237357,0.18,-0.12,0.67
2025-03-03T11:40:22.719156,-0.24,-0.18,0.55
2025-03-03T11:40:23.848088,-0.24,-0.24,0.55
2025-03-03T11:40:24.392347,-0.06,-0.18,0.55
2025-03-03T11:40:24.794235,0.0,-0.18,0.55
2025-03-03T11:40:25.208668,1.34,-0.12,0.85
2025-03-03T11:40:25.710772,0.12,-0.18,0.61
2025-03-03T11:40:26.132890,0.0,-0.18,0.55
2025-03-03T11:40:26.863369,0.31,-0.12,0.61
2025-03-03T11:40:27.238976,0.37,-0.12,0.67
2025-03-03T11:40:27.614415,0.73,0.0,0.73
2025-03-03T11:40:28.036973,-0.55,-0.24,0.55
2025-03-03T11:40:28.459013,0.43,-0.18,0.67
2025-03-03T11:40:28.889240,-0.18,-0.24,0.55
2025-03-03T11:40:29.289993,-0.06,-0.12,0.61
2025-03-03T11:40:29.686168,0.92,-0.18,0.79
2025-03-03T11:40:30.224384,-0.31,-0.18,0.49
2025-03-03T11:40:30.663991,-0.24,-0.12,0.55
2025-03-03T11:40:31.038600,0.06,-0.18,0.61
2025-03-03T11:40:31.589838,1.65,0.0,0.79
2025-03-03T11:40:32.861444,0.06,-0.18,0.61
2025-03-03T11:40:33.256417,0.67,-0.18,0.67
2025-03-03T11:40:33.634464,0.85,-0.12,0.79
2025-03-03T11:40:33.998668,-0.61,-0.24,0.37
2025-03-03T11:40:34.381739,-0.24,-0.18,0.49
2025-03-03T11:40:34.772136,0.61,-0.12,0.73
2025-03-03T11:40:35.153088,0.0,-0.18,0.55
2025-03-03T11:40:35.544432,-0.18,-0.12,0.55
2025-03-03T11:40:35.994083,0.43,-0.12,0.67
2025-03-03T11:40:36.394867,-0.98,-0.18,0.37
2025-03-03T11:40:36.767773,-0.43,-0.12,0.49
2025-03-03T11:40:37.314423,-0.73,-0.31,0.43
2025-03-03T11:40:37.719923,0.43,0.0,0.67
2025-03-03T11:40:38.682489,-0.43,-0.18,0.49
2025-03-03T11:40:39.089249,-0.43,-0.12,0.49
2025-03-03T11:40:39.467477,-0.06,-0.18,0.55
2025-03-03T11:40:39.849556,0.06,-0.12,0.61
2025-03-03T11:40:40.238940,-0.61,-0.24,0.43
2025-03-03T11:40:40.806716,0.67,-0.18,0.73
2025-03-03T11:40:41.198584,0.85,-0.12,0.73
2025-03-03T11:40:41.578884,-0.24,-0.18,0.49
2025-03-03T11:40:42.042407,-4.88,-0.43,-0.49
2025-03-03T11:40:42.458670,0.49,-0.18,0.73
2025-03-03T11:40:42.868016,0.92,-0.12,0.79
2025-03-03T11:40:43.264299,0.73,-0.12,0.73
2025-03-03T11:40:43.639290,-0.73,-0.24,0.49
2025-03-03T11:40:44.048042,-0.73,-0.12,0.43
2025-03-03T11:40:44.451006,-0.18,-0.24,0.55
2025-03-03T11:40:44.841393,2.2,0.0,1.04
2025-03-03T11:40:45.237274,0.31,-0.18,0.61
2025-03-03T11:40:45.598541,3.78,-0.06,1.34
2025-03-03T11:40:46.118627,-0.24,-0.18,0.55
2025-03-03T11:40:46.492086,-0.12,-0.24,0.49
2025-03-03T11:40:46.857031,-0.18,-0.12,0.55
2025-03-03T11:40:47.263732,-0.43,-0.18,0.49
2025-03-03T11:40:47.890313,0.24,-0.06,0.67
2025-03-03T11:40:48.289531,1.04,-0.18,0.79
2025-03-03T11:40:48.691051,0.73,-0.18,0.67
2025-03-03T11:40:49.102449,-0.73,-0.18,0.43
2025-03-03T11:40:49.562744,0.67,-0.12,0.73
2025-03-03T11:40:49.983400,0.43,-0.12,0.49
2025-03-03T11:40:50.357381,-0.61,-0.18,0.43
