timestamp,value
2025-04-27T20:18:46.106904,-0.8377685546875
2025-04-27T20:18:50.117133,-0.3689117431640625
2025-04-27T20:18:53.132116,-0.0635528564453125
2025-04-27T20:18:56.150535,-0.9927825927734375
2025-04-27T20:18:59.182211,-0.2879180908203125
2025-04-27T20:19:02.200352,-0.068359375
2025-04-27T20:19:05.219191,0.0235748291015625
2025-04-27T20:19:08.237909,-0.8812408447265625
2025-04-27T20:19:11.255645,-0.9364166259765625
2025-04-27T20:20:17.081344,0.0863800048828125
2025-04-27T20:20:19.111358,0.0911712646484375
2025-04-27T20:20:22.121240,0.093963623046875
2025-04-27T20:20:25.150122,0.1050567626953125
2025-04-27T20:20:28.168100,-0.3552093505859375
2025-04-27T20:20:31.197227,-0.4566650390625
2025-04-27T20:20:35.245561,-0.798797607421875
2025-04-27T20:20:38.264579,0.181243896484375
2025-04-27T20:20:41.288500,0.1792449951171875
2025-04-27T20:21:22.707469,0.1793060302734375
2025-04-27T20:21:24.723158,0.168975830078125
2025-04-27T20:21:27.752436,0.176666259765625
2025-04-27T20:21:30.772016,0.186859130859375
2025-04-27T20:21:33.790469,-0.88079833984375
2025-04-27T20:21:36.811920,-0.2321319580078125
2025-04-27T20:21:39.829465,-0.22998046875
2025-04-27T20:21:42.872048,-0.0697021484375
2025-04-27T20:21:46.904591,0.436279296875
2025-04-27T20:21:49.919600,-0.9634552001953125
2025-04-27T20:21:52.948012,-0.5233917236328125
2025-04-27T20:21:55.984858,-0.4983978271484375
2025-04-27T20:21:59.002455,-1.245147705078125
2025-04-27T20:22:02.036188,0.0063629150390625
2025-04-27T20:22:05.056489,-0.7521209716796875
2025-04-27T20:22:08.091756,0.0251617431640625
2025-04-27T20:22:11.107440,0.2970428466796875
2025-04-27T20:22:14.125307,-0.1147003173828125
2025-04-27T20:22:17.159651,0.1187744140625
2025-04-27T20:22:21.193513,-0.4552764892578125
2025-04-27T20:22:24.212501,-0.4010467529296875
2025-04-27T20:22:27.230533,-0.4019622802734375
2025-04-27T20:22:30.265849,-0.3974609375
2025-04-27T20:22:33.282376,-0.1973724365234375
2025-04-27T20:22:36.314877,-0.2714385986328125
2025-04-27T20:22:39.335062,-0.3181915283203125
2025-04-27T20:22:42.354093,-0.3528594970703125
2025-04-27T20:22:45.370650,-0.3506317138671875
2025-04-27T20:22:48.385169,-0.3432159423828125
2025-04-27T20:22:51.418290,-0.3483734130859375
2025-04-27T20:22:55.434971,-0.34295654296875
2025-04-27T20:22:58.480326,-0.3445892333984375
2025-04-27T20:23:01.493368,-0.3432159423828125
2025-04-27T20:23:04.525785,-0.3320159912109375
2025-04-27T20:23:07.541348,-0.333099365234375
2025-04-27T20:23:10.571960,-0.32342529296875
2025-04-27T20:23:13.607920,-0.3233795166015625
2025-04-27T20:23:16.637072,-0.3224639892578125
2025-04-27T20:23:19.673478,-0.324371337890625
2025-04-27T20:23:22.689750,-0.3213348388671875
2025-04-27T20:23:26.700051,-0.3196258544921875
2025-04-27T20:23:29.729519,-0.3201446533203125
2025-04-27T20:23:32.746648,-0.234527587890625
2025-04-27T20:23:35.763578,-0.3637237548828125
2025-04-27T20:23:38.798070,0.156219482421875
2025-04-27T20:23:41.823634,0.1527557373046875
2025-04-27T20:23:44.847786,0.1519012451171875
2025-04-27T20:23:47.882251,0.1403656005859375
2025-04-27T20:23:50.904137,0.15069580078125
2025-04-27T20:23:53.920965,0.151458740234375
2025-04-27T20:23:56.943996,0.14996337890625
2025-04-27T20:24:00.998340,0.1392669677734375
2025-04-27T20:24:04.019683,0.1672210693359375
2025-04-27T20:24:07.067585,0.1580352783203125
